grid_id,year,longitude,latitude,frac_built,frac_vegetation,frac_cropland,frac_water,frac_wetland,frac_bare,dominant_class,oh_built,oh_vegetation,oh_cropland,oh_water,oh_wetland,oh_bare,mixed_flag,valid_obs_ratio,a_valid,source_file,dominant_class_recomputed,mixed_flag_recomputed,lst_c,scene_count,lst_c_median,lst_c_stddev,lst_c_min,lst_c_max,ndvi,mean_pixel_obs_count,valid_lst_ratio,_merge
Y2018_LAT23.54322_LON90.17421,2018,90.17420668451804,23.54322496427895,0.5054988562108738,0.0893998970960121,0.4051012466931141,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.9987446240844726,998744.6240844728,dhaka_lulc6_1km_features_table_2018.csv,1.0,0,31.89155202490285,14,31.827070175000017,0.9823320363115156,29.18921324000001,35.65268906000006,0.5747886507583118,3.0293048437874988,1.0,both
Y2018_LAT23.5434_LON90.18399,2018,90.18399226315104,23.54340253430333,0.4938737143202393,0.1008483876668212,0.4052778980129394,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0.2119354489135742,211935.44891357425,dhaka_lulc6_1km_features_table_2018.csv,1.0,1,32.45458172995229,14,32.39189798,0.4967888465515145,31.45877852000004,33.74372489000001,0.6169850308911049,3.1793819369623577,0.2095445944783694,both
Y2018_LAT23.55153_LON90.13487,2018,90.1348696862356,23.551530015836853,0.0,0.856966779409496,0.1307027664663893,0.0123304541241147,0.0,0.0,2,0,1,0,0,0,0,0,0.0809940081329345,80994.00813293457,dhaka_lulc6_1km_features_table_2018.csv,2.0,0,33.51500625609269,14,33.583077950000046,0.6740528033526874,32.28935738000001,34.52816048,0.6315507798606617,3.613210111443328,0.0787980038124613,both
Y2018_LAT23.55171_LON90.14466,2018,90.14465554458268,23.551710119708087,0.0015498826279628,0.055905731137357,0.0069743797109814,0.9350164843895208,0.0,0.0005535221341779,4,0,0,0,1,0,0,0,0.9021277667770384,902127.7667770386,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,29.032364565246677,14,29.219546020502527,1.6385057384428277,26.480432390000036,37.40271530000001,-0.0162224809087025,1.9405697233837875,0.9098167398992636,both
Y2018_LAT23.55189_LON90.15444,2018,90.15444150021044,23.551889609170125,0.2887001799850292,0.3029005694275719,0.10740050833071,0.3009987422566889,0.0,0.0,2,0,1,0,0,0,0,1,0.9987160634460448,998716.0634460448,dhaka_lulc6_1km_features_table_2018.csv,2.0,1,32.35354202629728,14,32.9038319255,2.719751492447666,26.65133338999999,38.55458804,0.3988853260103921,2.274101498942942,1.0,both
Y2018_LAT23.55207_LON90.16423,2018,90.16422755244804,23.55206848421337,0.1774999320106941,0.5254998026110529,0.2957002724684133,0.0012999929098396,0.0,0.0,2,0,1,0,0,0,0,0,0.9987303698120116,998730.3698120116,dhaka_lulc6_1km_features_table_2018.csv,2.0,0,32.73143605581091,14,32.76343086086209,0.8691273390888306,29.56177742,35.187838339999985,0.6090614690074039,3.5296982702332707,1.0,both
Y2018_LAT23.55225_LON90.17401,2018,90.1740137011059,23.5522467448554,0.6417728113968969,0.1284205665873714,0.2251528491650954,0.0046537728506363,0.0,0.0,1,1,0,0,0,0,0,0,0.9013664519577026,901366.4519577026,dhaka_lulc6_1km_features_table_2018.csv,1.0,0,31.76757608820643,14,31.639162850000027,1.1596300345883328,28.94995184000001,35.49204212000004,0.5958827273907708,3.0291460879883405,0.9116997001730216,both
Y2018_LAT23.55242_LON90.1838,2018,90.1837999458002,23.55242439093381,0.1467392453710979,0.2744564434972494,0.5611412863401815,0.0176630247914709,0.0,0.0,3,0,0,1,0,0,0,0,0.0735082432022094,73508.24320220947,dhaka_lulc6_1km_features_table_2018.csv,3.0,0,30.45669467009579,14,30.64016273000003,1.181108126804153,28.77392381000004,33.43439408000003,0.6455449368283727,3.019456830158086,0.0704200727179309,both
Y2018_LAT23.55946_LON90.07596,2018,90.07595685000386,23.55945748442499,0.0,0.3631130227278787,0.0,0.0,0.0,0.6368869772721213,6,0,0,0,0,0,1,0,0.1039546981506347,103954.69815063477,dhaka_lulc6_1km_features_table_2018.csv,6.0,0,39.55415999478343,14,39.53518463146343,1.1170429802007922,36.946409630000005,41.61371594000002,0.1416748635295248,1.3254997014086465,0.1018085711322435,both
Y2018_LAT23.55964_LON90.08574,2018,90.08574278524304,23.559641352957325,0.0,0.3983992698761406,0.0,0.3472007582797932,0.0,0.2543999718440662,2,0,1,0,0,0,0,1,0.0624131247482299,62413.12474822998,dhaka_lulc6_1km_features_table_2018.csv,2.0,1,33.869928346517774,14,37.437632318682674,6.90160212556984,20.83386335,38.80068548000003,0.1359957704696041,1.2046762803394462,0.060107009095773,both
Y2018_LAT23.56055_LON90.13467,2018,90.1346739410854,23.560551477377903,0.0052562063119312,0.4872534122045503,0.1498028571095605,0.3484890764237435,0.0,0.0091984479502145,2,0,1,0,0,0,0,1,0.380002151107788,380002.1511077881,dhaka_lulc6_1km_features_table_2018.csv,2.0,1,33.29069594878105,14,33.97273223000002,1.7363947443509726,28.811522029999992,36.44566970000005,0.5267360989018904,2.6436832530563352,0.3829640539155165,both
Y2018_LAT23.56073_LON90.14446,2018,90.14446046595044,23.560731658431777,0.2548012790165803,0.0327999850684441,0.0,0.7059987795903312,0.0,0.0063999563246444,4,0,0,0,1,0,0,0,0.9987017121124268,998701.7121124268,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,30.63338775019872,14,29.531015240000038,2.852645305071121,27.43235096000004,37.61463254,0.1816618986062806,2.935100871062914,1.0,both
Y2018_LAT23.56091_LON90.15425,2018,90.15424708780246,23.56091122487003,0.5202992644944829,0.3741004309945995,0.0728003021581594,0.0,0.0328000023527583,0.0,1,1,0,0,0,0,0,0,0.9987160675735474,998716.0675735474,dhaka_lulc6_1km_features_table_2018.csv,1.0,0,33.19517335261878,14,33.0491596534483,0.9491317777809865,31.069124240000008,38.26747436000005,0.6203459402308261,2.6377006480030416,1.0,both
Y2018_LAT23.56109_LON90.16403,2018,90.16403380648616,23.56109017648935,0.504100403835846,0.1040997715725367,0.3917998245916174,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.998730374092102,998730.374092102,dhaka_lulc6_1km_features_table_2018.csv,1.0,0,32.80051788465433,14,32.76267884521741,0.5497149752035689,30.098406560000058,34.36067750000001,0.6101577788569911,2.615493484675219,1.0,both
Y2018_LAT23.56127_LON90.17382,2018,90.1738206215853,23.561268513405874,0.2614998430570145,0.1415002743400111,0.5969998826029743,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.998744630569458,998744.630569458,dhaka_lulc6_1km_features_table_2018.csv,3.0,0,32.01849450123934,14,32.04676341050002,0.9089015486943492,28.60814984000001,35.01351932,0.6363226874216288,3.933703217426901,1.0,both
Y2018_LAT23.56145_LON90.18361,2018,90.1836075327972,23.561446235584405,0.3450906017847394,0.353665428878434,0.2954348685755529,0.0058091007612736,0.0,0.0,2,0,1,0,0,0,0,1,0.7221016843185425,722101.6843185425,dhaka_lulc6_1km_features_table_2018.csv,2.0,1,32.26768909828936,14,32.42641998200001,1.6299028558131847,28.274892890000014,35.20492844,0.6421232968553402,3.556573718911417,0.7319472075656632,both
Y2018_LAT23.56162_LON90.19339,2018,90.193394539743,23.561623342994867,0.096571814440188,0.3263020143402375,0.5771261712195745,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.6060551046066284,606055.1046066284,dhaka_lulc6_1km_features_table_2018.csv,3.0,0,31.747204206574636,14,31.612247618000023,1.6280074092300492,28.15013515999999,35.51938627999999,0.6250842924257227,1.9857467242629236,0.6026574714303741,both
Y2018_LAT23.5618_LON90.20318,2018,90.20318164221112,23.5617998356324,0.0285983128095489,0.278481154173307,0.6929205330171442,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.2130406889343261,213040.68893432617,dhaka_lulc6_1km_features_table_2018.csv,3.0,0,32.59294246941379,14,32.53392492021836,1.1728812485057352,30.19411112,35.37412043000003,0.608923366813337,1.489508474576271,0.2116144026914476,both
Y2018_LAT23.56811_LON90.05618,2018,90.0561841032653,23.56810872663883,0.0,0.0,0.0,0.8271272286468949,0.0,0.1728727713531051,4,0,0,0,1,0,0,0,0.0750928268203735,75092.82682037354,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,28.18777585264056,14,27.73997276,1.9905808901077484,26.013872660000036,34.86312644000003,-0.1828199027126803,1.2304840164345123,0.0711921238496112,both
Y2018_LAT23.56829_LON90.06597,2018,90.0659705057738,23.56829390346477,0.0,0.0,0.0,0.4917144254783729,0.0,0.508285574521627,6,0,0,0,0,0,1,0,0.4337858655395508,433785.8655395508,dhaka_lulc6_1km_features_table_2018.csv,6.0,0,31.38751323800732,14,29.847182090000032,3.896863181661068,27.076876879999983,39.05703698000002,-0.0997009692709716,1.053461212131295,0.4322973415177043,both
Y2018_LAT23.56848_LON90.07576,2018,90.07575700812464,23.56847846549364,0.0,0.0276106608487772,0.0,0.4099522775026205,0.0,0.5624370616486023,6,0,0,0,0,0,1,0,0.8788682603988648,878868.2603988647,dhaka_lulc6_1km_features_table_2018.csv,6.0,0,35.13030680547273,14,37.10845485090912,4.866282566208164,27.21701570000002,42.55708946000004,-0.0077670625775774,1.084644970891322,0.8855866695705884,both
Y2018_LAT23.56866_LON90.08554,2018,90.08554360972572,23.56866241285735,0.0,0.0237010428129028,0.0,0.6454346987264781,0.0,0.3308642584606191,4,0,0,0,1,0,0,0,0.943790320663452,943790.320663452,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,28.250888164739653,14,27.18938133075473,5.979102538203539,17.971271600000023,40.46184320000003,-0.0965796940116956,1.8231605147447467,0.9518802250775172,both
Y2018_LAT23.56885_LON90.09533,2018,90.09533031066344,23.568845745324147,0.0,0.0071720197661668,0.0,0.6414030503385678,0.0,0.3514249298952654,4,0,0,0,1,0,0,0,0.6126586168670655,612658.6168670654,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,28.460618738916697,14,27.71700988018184,1.8509683069614125,24.56975921,34.22908373000001,-0.0599572797658113,2.3781695663539457,0.6182858456377526,both
Y2018_LAT23.56903_LON90.10512,2018,90.10511711033377,23.569028462994325,0.0,0.938631373084093,0.0,0.0613686269159071,0.0,0.0,2,0,1,0,0,0,0,0,0.6346385269851684,634638.5269851685,dhaka_lulc6_1km_features_table_2018.csv,2.0,0,31.293554754014693,14,31.577920931428597,1.134934021451874,28.303946060000044,34.13167016,0.5896457236641309,2.450073186735535,0.6407173579495433,both
Y2018_LAT23.56921_LON90.1149,2018,90.11490400835534,23.56921056583318,0.0,0.9936232812011077,0.0,0.0063767187988923,0.0,0.0,2,0,1,0,0,0,0,0,0.877021916267395,877021.916267395,dhaka_lulc6_1km_features_table_2018.csv,2.0,0,33.35387451539283,14,33.23403123369566,0.9360162933885768,29.42505662000002,35.444189840000035,0.6355368662275311,2.4151172239808862,0.886297428326746,both
Y2018_LAT23.56939_LON90.12469,2018,90.12469100463396,23.56939205383484,0.0058734199349267,0.7575587556557498,0.0013052054095531,0.2345012503747569,0.0,0.0007613686250134,2,0,1,0,0,0,0,0,0.9181797448043824,918179.7448043824,dhaka_lulc6_1km_features_table_2018.csv,2.0,0,31.62710641434064,14,31.71000299000002,1.3866199896797426,26.86837766000002,34.40169374000004,0.6052740112873332,2.590639890425757,0.9306195872290924,both
Y2018_LAT23.56957_LON90.13448,2018,90.1344780985673,23.56957292699432,0.1044465172897275,0.1289923016399353,0.0203347689447166,0.7451994005551631,0.0,0.0010270115704575,4,0,0,0,1,0,0,0,0.9724219916381835,972421.9916381836,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,33.638931125612835,14,34.27411091183676,2.413844161969104,27.12985619000005,37.983778700000016,0.4671288767295326,2.364857451160627,0.9785440531296886,both
Y2018_LAT23.56975_LON90.14427,2018,90.1442652900807,23.56975318514655,0.3961016659871186,0.0350000648764415,0.0,0.568498271707139,0.0,0.000399997429301,4,0,0,0,1,0,0,0,0.9987017156448365,998701.7156448364,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,32.100431889464865,14,32.29082224571431,2.69568220151419,27.44602304,37.51892798,0.2671460990056527,2.7409964282184878,1.0,both
Y2018_LAT23.56993_LON90.15405,2018,90.15405257867346,23.569932828379407,0.614098867971439,0.1341002739932859,0.2504008599900431,0.0,0.0013999980452319,0.0,1,1,0,0,0,0,0,0,0.9987160703735352,998716.0703735352,dhaka_lulc6_1km_features_table_2018.csv,1.0,0,32.19953721576257,14,32.40001577750002,1.7641753715727218,24.670590800000014,36.22008038000001,0.6769659756173734,2.8512986485866434,1.0,both
Y2018_LAT23.57011_LON90.16384,2018,90.16383996414751,23.570111856688687,0.2456002943329753,0.2096000313879588,0.53919964717288,0.0056000271061858,0.0,0.0,3,0,0,1,0,0,0,0,0.998730376991272,998730.376991272,dhaka_lulc6_1km_features_table_2018.csv,3.0,0,32.044675934186635,14,32.34831822500002,2.2800925812129966,25.25165420000002,37.53260006000005,0.6342369098514574,1.7830294218462184,0.9369999258822662,both
Y2018_LAT23.57029_LON90.17363,2018,90.1736274458886,23.5702902700044,0.1766999353245581,0.1396997857802577,0.6682002989515757,0.0153999799436084,0.0,0.0,3,0,0,1,0,0,0,0,0.9987446329345704,998744.6329345704,dhaka_lulc6_1km_features_table_2018.csv,3.0,0,33.79901641093403,14,33.42575523711805,1.5425126576619907,30.877715120000005,37.66590284000006,0.6851432213391112,2.38139708892748,1.0,both
Y2018_LAT23.57047_LON90.18342,2018,90.18341502396616,23.57046806833609,0.5483000401585622,0.3014998432246827,0.147400130495981,0.0027999861207741,0.0,0.0,1,1,0,0,0,0,0,0,0.9987588417053224,998758.8417053224,dhaka_lulc6_1km_features_table_2018.csv,1.0,0,34.397820752854415,14,34.1478447189286,1.608497071534562,31.02127196000004,39.12881540000001,0.6749206120693254,2.3264992076461257,1.0,both
Y2018_LAT23.57065_LON90.1932,2018,90.19320269775938,23.57064525159108,0.3160994359956722,0.113899831359997,0.5700007326443308,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.9987730005722046,998773.0005722046,dhaka_lulc6_1km_features_table_2018.csv,3.0,0,33.48879842252193,14,33.39144096200002,1.0261843029920037,31.159701770000023,37.09167548000002,0.6586541159284199,1.914199899058704,1.0,both
Y2018_LAT23.57082_LON90.20299,2018,90.2029904670772,23.570821819783017,0.0303100645276014,0.0469805944704431,0.9185125494799912,0.0041967915219642,0.0,0.0,3,0,0,1,0,0,0,0,0.856758760231018,856758.7602310181,dhaka_lulc6_1km_features_table_2018.csv,3.0,0,33.39929989148972,14,33.051385950000025,1.1577313865087056,31.60917140000004,36.24400652000003,0.5967876682330506,2.530996936325248,0.869721771130019,both
Y2018_LAT23.57694_LON90.0462,2018,90.04619585909796,23.576943666385603,0.0,0.0,0.0,0.994768299345234,0.0,0.0052317006547661,4,0,0,0,1,0,0,0,0.1336074053192138,133607.40531921387,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,26.49551121387693,14,26.16618381653064,0.7823487137239342,25.897659980000043,31.41092624000001,-0.1512200527978568,2.005558334722915,0.1297864665993366,both
Y2018_LAT23.57713_LON90.05598,2018,90.05598282827117,23.57712953739148,0.0,0.0,0.0,0.6526311028064353,0.0,0.3473688971935647,4,0,0,0,1,0,0,0,0.9319660593185424,931966.0593185424,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,27.17041541323881,14,26.71661418782179,1.7643046208777555,25.738722050000035,37.49329283000003,-0.1923509080494596,1.5298040930289636,0.9326089055966718,both
Y2018_LAT23.57731_LON90.06577,2018,90.065769897539,23.577314793497933,0.0,0.0,0.0,0.6803001767950272,0.0,0.3196998232049728,4,0,0,0,1,0,0,0,0.9985851132507324,998585.1132507324,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,28.918340348228497,14,27.942490445000026,2.6500519177504125,21.40467269000001,38.45204744,-0.1813516710155373,1.0654288743870937,0.991899990470577,both
Y2018_LAT23.5775_LON90.07556,2018,90.07555706663568,23.577499434562377,0.0,0.0,0.0,0.7939006383527764,0.0,0.2060993616472237,4,0,0,0,1,0,0,0,0.998599859550476,998599.859550476,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,28.48797919969677,14,27.05391917900003,2.758214217358942,20.046009739999988,36.199572260000025,-0.1704059662562749,1.47038497225313,0.9927999915294018,both
Y2018_LAT23.57768_LON90.08534,2018,90.08534433523448,23.5776834605988,0.0,0.0,0.0,0.6745991033129031,0.0,0.3254008966870969,4,0,0,0,1,0,0,0,0.9986145565185548,998614.5565185548,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,28.73175278851944,14,27.67650694693007,2.787724622667064,21.320931200000015,38.87588191999998,-0.1373791694731949,3.4501997656459684,1.0,both
Y2018_LAT23.57787_LON90.09513,2018,90.0951317028898,23.57786687159305,0.0,0.0,0.0,0.6566015124527338,0.0,0.3433984875472662,4,0,0,0,1,0,0,0,0.9986292078323364,998629.2078323364,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,29.22939819444151,14,27.05711645187501,4.151058716172699,23.83146689000003,40.882259660000045,-0.0988051759565776,2.876798678586689,1.0,both
Y2018_LAT23.57805_LON90.10492,2018,90.10491916941976,23.57804966749661,0.0,0.2041000970386206,0.0,0.7033999369227284,0.0,0.092499966038651,4,0,0,0,1,0,0,0,0.9986438070220948,998643.8070220948,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,29.38601596571472,14,27.669903350000027,3.173324499258896,26.10786821000002,38.20253198000003,0.0963533097719536,1.9042998874116384,1.0,both
Y2018_LAT23.57823_LON90.11471,2018,90.114706734479,23.57823184828701,0.0,0.0730997539548787,0.0,0.9238002250893382,0.0,0.0031000209557831,4,0,0,0,1,0,0,0,0.9986583585891724,998658.3585891724,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,28.230980280614364,14,26.90698118000001,2.4759892060392885,25.68232472,34.76400386,-0.0174288480659503,2.032597800460238,1.0,both
Y2018_LAT23.57841_LON90.12449,2018,90.1244943976386,23.578413414009635,0.0,0.0,0.0,0.9684000395216128,0.0,0.0315999604783873,4,0,0,0,1,0,0,0,0.9986728618240356,998672.8618240356,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,28.14746657996817,14,27.217613853500023,2.5184689850195614,25.880569880000053,35.73130351999998,-0.0782563504677484,2.009098834233924,1.0,both
Y2018_LAT23.57859_LON90.13428,2018,90.13428215864754,23.57859436451453,0.0351001978172877,0.0003000020849924,0.0,0.9645998000977198,0.0,0.0,4,0,0,0,1,0,0,0,0.9986873137054444,998687.3137054445,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,29.34172277158731,14,29.719032234090925,1.94696568612748,26.54879279000002,37.25744945000002,-0.0655847092290939,2.23439909929306,1.0,both
Y2018_LAT23.57877_LON90.14407,2018,90.14407001710568,23.57877469988516,0.7681010764454347,0.0003999972981615,0.0,0.2314989262564038,0.0,0.0,1,1,0,0,0,0,0,0,0.9987017188186644,998701.7188186646,dhaka_lulc6_1km_features_table_2018.csv,1.0,0,33.25124561532356,14,33.223602776000014,2.3594525981844563,27.534891560000005,39.94572218000002,0.4503221903626927,2.9882999449409278,1.0,both
Y2018_LAT23.57895_LON90.15386,2018,90.1538579727672,23.57895442004642,0.9332996246531512,0.0218000915872782,0.0449002837595704,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.9987160729522704,998716.0729522704,dhaka_lulc6_1km_features_table_2018.csv,1.0,0,32.23086797545241,14,32.59329823538464,1.738492522148961,24.24675632000003,36.25596959000001,0.6446559164287821,1.8013691100052058,0.963099956588184,both
Y2018_LAT23.57913_LON90.16365,2018,90.16364602520018,23.579133524951896,0.3784990881868067,0.1245001751187844,0.4965007344573196,0.0005000022370893,0.0,0.0,3,0,0,1,0,0,0,1,0.9987303795242308,998730.379524231,dhaka_lulc6_1km_features_table_2018.csv,3.0,1,32.279285335811046,14,32.842957732347834,1.714188327689928,25.918168100000003,35.68003322000004,0.6621012225656824,2.0782012684720867,1.0,both
Y2018_LAT23.57931_LON90.17343,2018,90.17343417417264,23.57931201463274,0.250900164673098,0.2696998776850008,0.4753999450456745,0.0040000125962266,0.0,0.0,3,0,0,1,0,0,0,1,0.9987446366500856,998744.6366500854,dhaka_lulc6_1km_features_table_2018.csv,3.0,1,32.845234385968304,14,32.84698292857144,1.824456012034164,24.77654942000004,36.191027210000016,0.6921338583891353,2.640107718153973,1.0,both
Y2018_LAT23.57949_LON90.18322,2018,90.18322241933927,23.57948988906336,0.7817008574222682,0.0380998323085991,0.1452994234488207,0.0205999371299563,0.0142999496903555,0.0,1,1,0,0,0,0,0,0,0.9987588431625366,998758.8431625366,dhaka_lulc6_1km_features_table_2018.csv,1.0,0,32.22355839291528,14,32.34289600236366,1.6548994908702106,26.13692137999999,36.58580852,0.652574476764656,3.201702590238347,1.0,both
Y2018_LAT23.57967_LON90.19301,2018,90.19301076029916,23.579667148169737,0.6389993400100036,0.0375001241144996,0.2810006618425504,0.0424998740329464,0.0,0.0,1,1,0,0,0,0,0,0,0.9987730033416748,998773.0033416748,dhaka_lulc6_1km_features_table_2018.csv,1.0,0,32.336662104615506,14,32.26435186526319,0.98527170380497,30.27614360000001,36.26793266000004,0.5842125045434267,2.569601846590413,1.0,both
Y2018_LAT23.57984_LON90.2028,2018,90.20279919675204,23.579843791963405,0.0159972993051787,0.0136804234919023,0.9616064523753504,0.0087158248275687,0.0,0.0,3,0,0,1,0,0,0,0,0.9053000693664552,905300.0693664552,dhaka_lulc6_1km_features_table_2018.csv,3.0,0,32.173780964310254,14,32.14952015000001,1.4294395315888957,27.19650758,35.79624590000003,0.546204534954115,2.097947447309657,0.8197430119968362,both
Y2018_LAT23.58002_LON90.21259,2018,90.21258772841917,23.580019820434256,0.0,0.0,1.0,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.0064921640472412,6492.164047241211,dhaka_lulc6_1km_features_table_2018.csv,3.0,0,31.981356918974683,14,31.920211220000056,0.3003123050233418,31.56815516000006,32.69951978000006,0.5813569916334306,1.0,0.0060081004914109,both
Y2018_LAT23.58596_LON90.04599,2018,90.04599381691534,23.58596438550922,0.0,0.0,0.0,0.9107143645544248,0.0,0.0892856354455753,4,0,0,0,1,0,0,0,0.0055919486999511,5591.948699951172,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,36.855560399167246,14,37.04040517999999,1.416817283846832,33.620676170000024,38.233294160000014,0.1208905754001978,1.2071576049552648,0.0051430169298348,both
Y2018_LAT23.58615_LON90.05578,2018,90.05578145311696,23.586150336100093,0.0,0.0,0.0,0.7614294373913111,0.0,0.2385705626086889,4,0,0,0,1,0,0,0,0.6291007388534546,629100.7388534546,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,30.830513839191045,14,29.92684739995269,4.334135124982142,26.372764760000024,44.047346180000034,-0.1372183336795804,1.673587284996932,0.6371780069275793,both
Y2018_LAT23.58634_LON90.06557,2018,90.06556918952256,23.586335671448463,0.0,0.0,0.0,0.9320999248064428,0.0,0.0679000751935574,4,0,0,0,1,0,0,0,0.9985851166687012,998585.1166687012,dhaka_lulc6_1km_features_table_2018.csv,4.0,0,29.401193506574817,14,29.84106563315791,2.5417559853652394,26.218953860000028,40.19181962000005,-0.1862777589651969,2.2362034644868904,1.0,both
