grid_id,year,longitude,latitude,frac_built,frac_vegetation,frac_cropland,frac_water,frac_wetland,frac_bare,dominant_class,oh_built,oh_vegetation,oh_cropland,oh_water,oh_wetland,oh_bare,mixed_flag,valid_obs_ratio,a_valid,source_file,dominant_class_recomputed,mixed_flag_recomputed,lst_c,scene_count,lst_c_median,lst_c_stddev,lst_c_min,lst_c_max,ndvi,mean_pixel_obs_count,valid_lst_ratio,_merge
Y2020_LAT23.66696_LON90.03438,2020,90.0343773566803,23.66696302784693,0.2567002901911298,0.0287998791956475,0.5493002404756694,0.1651995901375533,0.0,0.0,3,0,0,1,0,0,0,0,0.9985406099319458,998540.6099319458,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,26.722699321664503,8,25.969588642637383,2.650469090753281,21.71058548000002,33.22589486000004,0.5210457152568146,1.7002004052393216,0.9563021473042228,both
Y2020_LAT23.66715_LON90.04417,2020,90.04417091068814,23.6671503124104,0.1855996607855923,0.05119994319727,0.7296004758076755,0.0335999202094621,0.0,0.0,3,0,0,1,0,0,0,0,0.9985555047531128,998555.5047531128,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,24.95678842304953,8,25.083829418000025,1.1259140186197172,22.131001940000036,26.93332004000001,0.5266401707936336,1.264833281264514,0.8360015811839089,both
Y2020_LAT23.66734_LON90.05396,2020,90.05396456549875,23.66733697933665,0.2062004162827588,0.048499804140434,0.7436997876132722,0.001599991963535,0.0,0.0,3,0,0,1,0,0,0,0,0.998570350883484,998570.350883484,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,25.10208317908005,8,25.20551093000003,1.0186605293889417,22.74282751999999,26.93332004000001,0.4913279494856084,1.0022234720169505,0.5396990103482824,both
Y2020_LAT23.66752_LON90.06376,2020,90.06375832072634,23.667523028751464,0.2332998605479761,0.0210999995903459,0.745600139861678,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.9985851452789308,998585.1452789308,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,24.370281070391517,8,24.33494123600001,0.6795813972143215,22.49673008000002,26.31124040000003,0.5628519757037715,1.0,0.8478992842319228,both
Y2020_LAT23.66771_LON90.07355,2020,90.07355217606052,23.66770846043795,0.3004002460130784,0.020899978968266,0.6786997750186555,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.9985998939666748,998599.8939666748,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,24.31761165311129,8,24.381768110000014,0.7717996934516078,22.500148100000047,26.34883862000004,0.630000144568999,1.0,1.0,both
Y2020_LAT23.66789_LON90.08335,2020,90.08334613121336,23.66789327448936,0.1977999445489788,0.0215998758487823,0.7673002447646858,0.0132999348375531,0.0,0.0,3,0,0,1,0,0,0,0,0.9986145920944214,998614.5920944214,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,23.749047084192917,8,23.757979460000023,0.5658829864154032,22.356591260000016,25.087589240000057,0.6550959978218297,1.0,0.7235998757641193,both
Y2020_LAT23.66808_LON90.09314,2020,90.09314018580726,23.66807747087096,0.6432000979290737,0.0817999460996706,0.1980998873520022,0.0769000686192535,0.0,0.0,1,1,0,0,0,0,0,0,0.9986292405014038,998629.2405014038,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,22.910088130171484,8,22.83169604000002,0.6591600569137203,21.109013960000027,24.762877340000045,0.6288318720918573,1.0,0.539900187765588,both
Y2020_LAT23.66844_LON90.11273,2020,90.11272859192228,23.668444010476485,0.6398998687375181,0.165700567816018,0.1446994096007788,0.0497001538456849,0.0,0.0,1,1,0,0,0,0,0,0,0.9986583927993774,998658.3927993774,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,23.32900784330468,8,23.296546760000016,0.9305950178037214,20.82873632000002,25.784865319999994,0.6142460207824704,1.0,0.4684998517640073,both
Y2020_LAT23.66863_LON90.12252,2020,90.12252294293911,23.668626353654744,0.5734006125818368,0.3284994361541439,0.0066000158919857,0.0914999353720336,0.0,0.0,1,1,0,0,0,0,0,0,0.9986728931427002,998672.8931427002,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,24.291697800077472,8,24.32521180232559,0.8963052671495436,21.556774580000024,26.61544418000005,0.634469971231914,1.0,0.8790994310561434,both
Y2020_LAT23.66881_LON90.13232,2020,90.1323173918816,23.66880807905234,0.2449988375454884,0.014799945026988,0.7296012213906405,0.010599996036883,0.0,0.0,3,0,0,1,0,0,0,0,0.998687346672058,998687.346672058,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,24.741785524566545,8,24.662045750000036,0.6061597771192315,23.094883579999987,26.324912480000023,0.5609132914014466,1.0,0.1930985557579089,both
Y2020_LAT23.66899_LON90.14211,2020,90.14211193878464,23.668989186677955,0.1211004448586545,0.0134000807379997,0.8644994769694978,0.000999997433848,0.0,0.0,3,0,0,1,0,0,0,0,0.9987017510528564,998701.7510528564,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,24.475352987054308,8,24.327079790000017,0.8911950921412766,21.751601720000053,26.50948556000003,0.5090786344483178,1.0,0.6635007694153842,both
Y2020_LAT23.66917_LON90.15191,2020,90.1519065830818,23.66916967639828,0.7493007400594157,0.1127997800702276,0.1011994813810449,0.0366999984893118,0.0,0.0,1,1,0,0,0,0,0,0,0.9987161067276,998716.1067276,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,25.257351019598055,8,25.52039602250003,1.2228930600140435,21.751601720000053,27.340064420000036,0.5890110136757806,1.0,0.7397011280053064,both
Y2020_LAT23.66935_LON90.1617,2020,90.16170132444506,23.66934954830665,0.4124000097173786,0.183599523733937,0.3777005805939999,0.0262998859546845,0.0,0.0,1,1,0,0,0,0,0,1,0.9987304122314452,998730.4122314452,dhaka_lulc6_1km_features_table_2020.csv,1.0,1,25.379845137229516,8,25.48476316400002,0.9753873528512016,23.152989919999985,27.620342059999984,0.630786868816138,1.0,0.5739027007185897,both
Y2020_LAT23.66971_LON90.18129,2020,90.181291097336,23.66970743846316,0.4091995576636976,0.066899879361079,0.5239005629752234,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.9987588749313354,998758.8749313354,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,23.183084622962035,8,23.134190810000035,0.6363885994168219,21.953264900000026,24.80389358000002,0.6441832456644994,1.0,0.2289010771815389,both
Y2020_LAT23.66989_LON90.19109,2020,90.19108612817423,23.669885456656257,0.279399846305812,0.0054999831544906,0.7151001705396974,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.9987730355911256,998773.0355911256,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,23.628682191318937,8,23.639976388571448,0.6085538668366579,20.81848226,24.90985220000005,0.6798640486925768,1.0,0.9557021444806798,both
Y2020_LAT23.67006_LON90.20088,2020,90.20088125469216,23.670062856937736,0.3431995243386247,0.1016998964456032,0.555100579215772,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.9987871440200806,998787.1440200806,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,23.119669099204422,8,23.14005027285716,0.692108954310886,20.586056900000017,24.62615654000001,0.6560320820971524,1.0,0.7623000578826234,both
Y2020_LAT23.67024_LON90.21068,2020,90.21067647670718,23.67023963917324,0.0944996396908277,0.0448998082392205,0.8500004840038361,0.0106000680661157,0.0,0.0,3,0,0,1,0,0,0,0,0.9988012048492432,998801.2048492432,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,22.134995399799543,8,22.046121110000016,1.0682640141232025,19.936633099999995,27.644268200000056,0.6437575859911976,1.0,0.52479776375418,both
Y2020_LAT23.67042_LON90.22047,2020,90.22047179392902,23.67041580338254,0.2884993298403915,0.0010999988299889,0.602900372876882,0.1075002984527375,0.0,0.0,3,0,0,1,0,0,0,0,0.9988152186584472,998815.2186584471,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,23.04004743982651,8,23.07802134800001,1.073175762384951,20.40490183999998,26.095905140000013,0.6077499243895285,1.0,0.9567997967049257,both
Y2020_LAT23.67059_LON90.23027,2020,90.23026720583478,23.670591349684884,0.093300048024583,0.0,0.5737999400558935,0.3326000133739685,0.0,0.000299998545555,3,0,0,1,0,0,0,0,0.9988291782073976,998829.1782073976,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,22.719948462037237,8,22.454257666961357,1.181453587692104,20.380975700000025,26.72140280000002,0.6136315190033139,1.0,0.8508992983496364,both
Y2020_LAT23.67077_LON90.24006,2020,90.24006271224384,23.670766277818203,0.0,0.0,0.5601003022901836,0.4398996977098164,0.0,0.0,3,0,0,1,0,0,0,0,0.9988430923309326,998843.0923309326,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,22.163921553108672,8,22.331200254285736,1.0799762076550574,19.76915012000001,24.171559880000014,0.6289338678742342,1.0615873678988492,0.5406978385780614,both
Y2020_LAT23.67094_LON90.24986,2020,90.24985831290394,23.67094058795108,0.0,0.0,0.96290019325684,0.03709980674316,0.0,0.0,3,0,0,1,0,0,0,0,0.9988569568328858,998856.9568328856,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,24.38938812721642,8,23.845352596250013,2.271380113106235,20.926149890000037,30.96316562000004,0.6799231159907618,1.5540122851472122,0.8997995284683659,both
Y2020_LAT23.67111_LON90.25965,2020,90.2596540071639,23.671114279915606,0.0,0.0,1.0,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.998870771560669,998870.771560669,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,28.98623237495926,8,29.528589548387107,1.8089653071324467,22.503566120000016,31.31180366000001,0.7081354861379792,1.035451200665252,0.8997995284683664,both
Y2020_LAT23.67129_LON90.26945,2020,90.26944979498076,23.67128735378411,0.0,0.0,1.0,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.9988845400543211,998884.5400543212,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,25.53186862566285,8,25.01888703800001,1.4328849465785225,22.47963998,30.751248379999996,0.6574011183594173,1.1033874233646448,0.501997656459558,both
Y2020_LAT23.67146_LON90.27925,2020,90.2792456759283,23.671459809556552,0.4211958492954449,0.0,0.5072078724916326,0.0715962782129225,0.0,0.0,3,0,0,1,0,0,0,0,0.81060508984375,810605.08984375,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,28.533767117781764,8,26.97433627999999,4.158076065598827,22.127583920000006,37.918836320000025,0.5974057615948041,1.2876499035873776,0.6953669213312319,both
Y2020_LAT23.67163_LON90.28904,2020,90.28904164971378,23.67163164707944,0.4463304431156428,0.1296342522505126,0.241821554906179,0.1822137497276656,0.0,0.0,1,1,0,0,0,0,0,1,0.4122514529037475,412251.4529037476,dhaka_lulc6_1km_features_table_2020.csv,1.0,1,24.59795710965165,8,24.77393273030393,2.1054932229355066,21.276496940000012,34.02571154000003,0.6316164214925615,1.010778315850197,0.2350810452011671,both
Y2020_LAT23.6718_LON90.29884,2020,90.29883771584848,23.67180286643217,0.913565417020876,0.0,0.0079736725076924,0.0784609104714316,0.0,0.0,1,1,0,0,0,0,0,0,0.9395896532287598,939589.6532287598,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,30.92117823975904,8,30.30832995500001,5.066899474691087,24.660336740000048,44.62499156000001,0.6245903313894804,1.2544319733454032,0.932287289683173,both
Y2020_LAT23.67197_LON90.30863,2020,90.3086338742287,23.6719734675823,0.9689000730596862,0.0044000133909763,0.0074000313268744,0.0192998822224632,0.0,0.0,1,1,0,0,0,0,0,0,0.998939111328125,998939.111328125,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,31.527376453401686,8,31.39119494272729,1.0067295170960562,28.60814984000001,35.931257690000024,0.6512632135669906,2.0,1.0,both
Y2020_LAT23.67214_LON90.31843,2020,90.3184301243405,23.67214345053694,0.7827999966356122,0.0186000304832638,0.1985999728811241,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.9989526312561036,998952.6312561036,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,30.336546064047702,8,30.71909409251657,1.5710770231247462,24.50994386000002,32.808896420000025,0.6652654833890644,1.9120995863509944,1.0,both
Y2020_LAT23.67231_LON90.32823,2020,90.32822646598495,23.67231281518136,0.9369000213684324,0.0311999524831845,0.0178999966665776,0.0140000294818056,0.0,0.0,1,1,0,0,0,0,0,0,0.998966103012085,998966.103012085,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,26.05798748046117,8,24.837048374000016,2.882905883700277,19.946887160000017,32.38847996000004,0.6394482734721458,1.3589661920889502,0.997299987294058,both
Y2020_LAT23.67248_LON90.33802,2020,90.33802289865336,23.672481561486364,0.6965994397001136,0.0,0.3034005602998864,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.9989795249862672,998979.5249862672,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,25.431085923799497,8,24.68298112250001,2.707193732895853,19.505962580000016,31.725384080000023,0.6577408518510528,1.4836824367561066,0.9927999661174876,both
Y2020_LAT23.67265_LON90.34782,2020,90.347819422269,23.67264968961687,0.395298794457362,0.0,0.604701205542638,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.9989929008483888,998992.9008483888,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,26.055821016535862,8,25.214650418260884,2.5794541997726177,21.98744510000006,32.06718608,0.651295499643024,1.3631993562322666,1.0,both
Y2020_LAT23.67282_LON90.35762,2020,90.357616036197,23.672817199345943,0.0230999365399766,0.0044999874838271,0.9724000759761964,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.9990062220077516,999006.2220077516,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,27.590928278524014,8,27.33396081285716,3.9431853224761695,21.36536546000002,35.80308194000003,0.6944144563968504,1.278424025908018,0.7290987251704685,both
Y2020_LAT23.67298_LON90.36741,2020,90.3674127404724,23.672984090720792,0.0615001277094708,0.016200078947895,0.9218997924524732,0.0,0.0004000008901611,0.0,3,0,0,1,0,0,0,0,0.9990194976654052,999019.4976654052,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,28.156035446983665,8,24.02159425250003,6.030353702489263,21.00989138,36.36363721999999,0.6369180018784576,1.0,0.1830008611805226,both
Y2020_LAT23.67315_LON90.37721,2020,90.37720953437174,23.67315036372105,0.2007005016820451,0.1223996204058191,0.5706999214327494,0.1017999513400187,0.0003999983289164,0.0040000068104511,3,0,0,1,0,0,0,0,0.9990327228622436,999032.7228622437,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,33.8795782376802,8,33.46639917636364,2.3906733508822766,29.70875228,39.60050216000002,0.5663987801172694,1.0,0.3331003910606632,both
Y2020_LAT23.67332_LON90.38701,2020,90.38700641776764,23.673316018313184,0.3888991142095954,0.281901188872144,0.2919995821034517,0.037100114573645,0.000100000241164,0.0,1,1,0,0,0,0,0,1,0.9990458999862672,999045.8999862672,dhaka_lulc6_1km_features_table_2020.csv,1.0,1,32.221843110982995,8,32.77984325000002,4.29577624192157,23.925462440000047,38.81093954000005,0.6269442208685235,1.0,0.4753998842347472,both
Y2020_LAT23.67348_LON90.3968,2020,90.3968033903666,23.67348105445784,0.1573004875970662,0.838699516414399,0.0039999959885348,0.0,0.0,0.0,2,0,1,0,0,0,0,0,0.9990590272827148,999059.0272827148,dhaka_lulc6_1km_features_table_2020.csv,2.0,0,31.01658524262013,8,31.980026570000007,3.0681426561030145,25.289252420000025,34.60677494000004,0.5046959503769354,1.0,0.0687003232956388,both
Y2020_LAT23.67365_LON90.4066,2020,90.40660045175213,23.67364547222129,0.7915005437996856,0.207799456295045,0.0006999999052694,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.999072106552124,999072.106552124,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,35.712588087268394,8,35.90562254000003,2.696548162483529,26.912811920000024,41.43597890000001,0.4426843942283593,1.389718903368972,0.4882999449409156,both
Y2020_LAT23.67381_LON90.4164,2020,90.4163976015287,23.673809271455447,0.759800323650126,0.1819997979165156,0.0581998784333585,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.9990851356277466,999085.1356277466,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,35.25904999734114,8,35.21720223909092,2.255769430131738,29.70875228,42.457966880000015,0.6303450863995551,1.423199638586529,1.0,both
Y2020_LAT23.67397_LON90.42619,2020,90.42619483956582,23.673972452224067,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.9990981164855957,999098.1164855956,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,33.78765586027127,8,33.15118976037501,1.956428533560784,29.78223971,38.68618181000002,0.5086174403472496,1.910101929891435,1.0,both
Y2020_LAT23.67414_LON90.43599,2020,90.43599216531646,23.67413501452833,0.7755992753658655,0.0052999898615997,0.0,0.2191007347725348,0.0,0.0,1,1,0,0,0,0,0,0,0.9991110469589234,999111.0469589232,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,31.246444016932223,8,31.40795404869568,3.375912133717024,23.088047540000048,38.21449505000001,0.3879640528143406,1.406662620386382,0.924600821650923,both
Y2020_LAT23.6743_LON90.44579,2020,90.44578957854677,23.67429695814361,0.6610005126383777,0.0004000002775014,0.0,0.3243994167359432,0.0031000184861292,0.0111000518620485,1,1,0,0,0,0,0,0,0.9991239291992188,999123.9291992188,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,32.199639236203105,8,32.15035790000002,2.9680032901755395,23.12564576,36.85241408000002,0.2804440748246642,1.0,0.2662989002301188,both
Y2020_LAT23.67446_LON90.45559,2020,90.4555870790134,23.67445828333124,0.4201056053517004,0.0,0.0,0.5785109540304426,0.001383440617857,0.0,4,0,0,0,1,0,0,0,0.4333241911544799,433324.19115448,dhaka_lulc6_1km_features_table_2020.csv,4.0,0,28.30740167344624,8,28.034776985000025,2.667416508041056,24.38347712000001,35.02719139999999,0.3372757373635224,1.0,0.2056274725195821,both
Y2020_LAT23.6758_LON90.02438,2020,90.02437951447082,23.67579556360516,0.3502777885293474,0.0069316395882991,0.1732910836268377,0.4694994882555157,0.0,0.0,4,0,0,0,1,0,0,1,0.2160810047302246,216081.0047302246,dhaka_lulc6_1km_features_table_2020.csv,4.0,1,31.544303313501548,8,32.72539907428573,3.065255375651728,26.94015608000001,36.06626948000002,0.40151749691415,1.0473178137651822,0.2139685977260423,both
Y2020_LAT23.67598_LON90.03417,2020,90.03417363771479,23.6759835458416,0.2354739007029656,0.1233325542957544,0.5464616953896735,0.0947318496116065,0.0,0.0,3,0,0,1,0,0,0,0,0.8833096795425415,883309.6795425415,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,33.41864301889151,8,33.42196491636366,1.3062154783313016,29.09692670000004,36.61657070000001,0.5843061086728703,1.0,0.8906964464671214,both
Y2020_LAT23.67617_LON90.04397,2020,90.04396786208045,23.676170910287578,0.4577006653659665,0.0857999993213799,0.42569932320952,0.0308000121031335,0.0,0.0,1,1,0,0,0,0,0,1,0.9985555081329346,998555.5081329346,dhaka_lulc6_1km_features_table_2020.csv,1.0,1,28.80590943263858,8,29.14933634000003,2.81594344399496,22.455713840000044,34.907560699999976,0.5644449908671123,1.14599313704352,0.9657999597646588,both
Y2020_LAT23.67636_LON90.05376,2020,90.05376218728698,23.676357656909072,0.2433989349877618,0.0014999899049096,0.7549010765796605,0.000199998527668,0.0,0.0,3,0,0,1,0,0,0,0,0.998570354675293,998570.354675293,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,24.93891787788664,8,25.01763376400002,1.0519447891974638,22.51723820000001,28.05443060000005,0.5020818356214383,1.0855116446739657,0.4209972752812958,both
Y2020_LAT23.67654_LON90.06356,2020,90.06355661291529,23.676543785630265,0.4588010904524072,0.0125000778071718,0.5229988011267941,0.0057000306136269,0.0,0.0,3,0,0,1,0,0,0,0,0.998585148979187,998585.148979187,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,24.783302833398672,8,24.893287949230796,0.9284821269291326,21.99086312000003,26.793181220000008,0.5739318676689009,1.0,0.7083996569407728,both
Y2020_LAT23.67673_LON90.07335,2020,90.07335113867752,23.67672929647067,0.6471995260430338,0.2035007838311671,0.1424996492949532,0.0068000408308459,0.0,0.0,1,1,0,0,0,0,0,0,0.998599896949768,998599.896949768,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,24.45797204022845,8,24.421477460000016,0.752985378324256,22.61977880000001,26.97091826000002,0.63771435762147,1.0,0.6210995542347696,both
Y2020_LAT23.67691_LON90.08315,2020,90.0831457643995,23.67691418943131,0.3929999244912533,0.3047003359976358,0.2886997505197033,0.0135999889914075,0.0,0.0,1,1,0,0,0,0,0,1,0.9986145961532592,998614.5961532592,dhaka_lulc6_1km_features_table_2020.csv,1.0,1,23.539883404952956,8,23.44807897999999,0.4514910200081101,22.862458220000008,24.96454052000001,0.6522941862242257,1.0,0.0910980757556506,both
Y2020_LAT23.6771_LON90.09294,2020,90.09294048937927,23.677098464394223,0.6906004617061211,0.1947997072233236,0.0703998245164128,0.0442000065541425,0.0,0.0,1,1,0,0,0,0,0,0,0.998629243965149,998629.2439651488,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,23.405153575675687,8,23.513591030000043,0.3487770892421387,22.373681359999978,23.96306066,0.6352329852881732,1.0,0.09990011752955,both
Y2020_LAT23.67747_LON90.11253,2020,90.11253023667852,23.67746516043704,0.2470002171632417,0.0924002781781027,0.6568995308201249,0.0036999738385306,0.0,0.0,3,0,0,1,0,0,0,0,0.9986583966140749,998658.3966140748,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,21.72908412795392,8,21.652479140000025,0.7771921796436828,20.145132320000016,23.16324398000006,0.6039115798413853,1.0,0.1597983990512897,both
Y2020_LAT23.67765_LON90.12233,2020,90.12232525824136,23.677647581381592,0.1411993460552591,0.0841995622824232,0.7697010949517136,0.0048999967106042,0.0,0.0,3,0,0,1,0,0,0,0,0.9986728973007202,998672.8973007202,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,23.541080868606063,8,23.52213608,0.4915087931368135,22.59585265999999,24.68426288000001,0.6656341133635585,1.0,0.1266989725870265,both
Y2020_LAT23.67783_LON90.13212,2020,90.13212037793532,23.67782938433116,0.4427006535012441,0.0173000018783872,0.5323993212027155,0.0076000234176532,0.0,0.0,3,0,0,1,0,0,0,0,0.9986873512573242,998687.3512573242,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,23.75799233389832,8,23.778487580000046,0.5774649909243297,21.905412619999996,24.94745042,0.6642959119573151,1.0,0.3186003748239704,both
Y2020_LAT23.67801_LON90.14192,2020,90.1419155954399,23.678010569231475,0.201899364251965,0.0890003780969724,0.7077002670996023,0.0013999905514602,0.0,0.0,3,0,0,1,0,0,0,0,0.998701754058838,998701.754058838,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,23.174789163912333,8,23.320045647500045,0.8951887180008727,20.880006620000017,24.598812380000027,0.6209431939442684,1.0,0.1779008371804103,both
Y2020_LAT23.67819_LON90.15171,2020,90.1517109104151,23.67819113600104,0.7641003595712632,0.0229999542309103,0.2097997013202144,0.0030999848776121,0.0,0.0,1,1,0,0,0,0,0,0,0.9987161096801758,998716.1096801758,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,24.64402170609298,8,24.710325282500023,0.6616238489145342,22.72915544,26.342002579999985,0.6690033033452741,1.0,0.4776005618830137,both
Y2020_LAT23.67837_LON90.16151,2020,90.161506322554,23.67837108468376,0.1839995862002318,0.0174000244560643,0.7781002982748143,0.0205000910688896,0.0,0.0,3,0,0,1,0,0,0,0,0.9987304146270752,998730.4146270752,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,23.29035159875,8,23.36490716000003,0.3632795709306541,22.083149660000004,23.932298479999982,0.5371930208057162,1.0,0.0384000451765237,both
Y2020_LAT23.67855_LON90.1713,2020,90.17130183151394,23.67855041521757,0.4098015696165652,0.0230000779012431,0.5630983481048873,0.0033000037536699,0.0008000006236344,0.0,3,0,0,1,0,0,0,0,0.9987446724090576,998744.6724090576,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,23.818556402625347,8,24.07790613200001,1.279271508575372,20.890260679999983,26.205281780000007,0.6160089748342272,1.0,0.5325025058941457,both
Y2020_LAT23.67873_LON90.1811,2020,90.1810974369278,23.678729127524555,0.6330988208746692,0.0043999935224231,0.3624011856364102,9.999996649742071e-05,0.0,0.0,1,1,0,0,0,0,0,0,0.9987588795318604,998758.8795318604,dhaka_lulc6_1km_features_table_2020.csv,1.0,0,24.445149863989077,8,24.525626540000008,0.5827968729161684,22.230124520000004,25.85664373999998,0.6754590649006215,1.0,0.9882011625896032,both
Y2020_LAT23.67891_LON90.19089,2020,90.19089313852577,23.678907221657223,0.1974995667565013,0.0047999716186928,0.7977004616248059,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.9987730382766724,998773.0382766724,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,23.78676863658541,8,23.80617354200003,0.433970112295578,22.28481284000003,25.09442528,0.6972917762875234,1.0,0.5535006511772366,both
Y2020_LAT23.67908_LON90.20069,2020,90.2006889359616,23.67908469759421,0.0,0.0,1.0,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.9987871473464964,998787.1473464966,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,21.392080544791824,8,21.38325980000001,0.619381537549411,20.046009740000045,22.787261779999994,0.6548414540550928,1.0,0.2068986206993914,both
Y2020_LAT23.67926_LON90.21048,2020,90.21048482882942,23.679261555294072,0.066299927637908,0.0,0.933700072362092,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.9988012083435058,998801.208343506,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,21.915654984444647,8,21.898476050000028,0.6177527562492244,19.90245290000001,23.593914499999983,0.6949086498722746,1.0,0.996399995764701,both
Y2020_LAT23.67944_LON90.22028,2020,90.2202808169129,23.67943779475141,0.0555999407788349,0.0,0.9444000592211652,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.998815219116211,998815.2191162108,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,21.562982702191864,8,21.395195452727293,0.9115830015285245,20.090444000000048,24.26384642000005,0.6637215324423462,1.0,0.5622994850582177,both
Y2020_LAT23.67961_LON90.23008,2020,90.23007689982374,23.67961341583715,0.2355007443552275,0.0567000726287278,0.705599171258234,0.0022000117578107,0.0,0.0,3,0,0,1,0,0,0,0,0.9988291816177368,998829.1816177368,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,22.54019811267915,8,22.48279507538464,1.1184404270550157,20.032337660000053,25.03290092000003,0.6185045947940442,1.0,0.543997854107549,both
Y2020_LAT23.67979_LON90.23987,2020,90.23987307712184,23.67978841865732,0.0447000455579598,0.0550002028255158,0.9002997516165244,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.99884309526062,998843.09526062,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,23.206560039473278,8,23.225327652363656,0.5882667169339718,20.97571118000002,24.42791138000001,0.6398230043699281,1.0,1.0,both
Y2020_LAT23.67996_LON90.24967,2020,90.24966934876004,23.67996280312878,0.0311998341269287,0.020799879692073,0.9480002861809984,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.998856960067749,998856.960067749,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,23.071924644361204,8,22.849274428571423,0.8480949512951241,21.652479140000025,25.55243996000001,0.6440175549196255,1.0428283873471136,0.4365993371756905,both
Y2020_LAT23.68014_LON90.25947,2020,90.25946571403094,23.680136569215893,0.0,0.0,0.9957999970485456,0.0042000029514545,0.0,0.0,3,0,0,1,0,0,0,0,0.9988707743759156,998870.7743759156,dhaka_lulc6_1km_features_table_2020.csv,3.0,0,24.87574994017428,8,24.724058398571454,1.7575484261818557,21.457652000000053,30.02662814000001,0.6507308025738306,1.0548584843019746,0.8238991712902175,both
