grid_id,year,longitude,latitude,frac_built,frac_vegetation,frac_cropland,frac_water,frac_wetland,frac_bare,dominant_class,oh_built,oh_vegetation,oh_cropland,oh_water,oh_wetland,oh_bare,mixed_flag,valid_obs_ratio,a_valid
Y2021_LAT23.52482_LON90.15502,2021,90.1550241570054,23.524824690602465,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,1,0,0,0,0.08778755969238282,87787.55969238281
Y2021_LAT23.525_LON90.16481,2021,90.1648082119649,23.525003335839628,0.0,0.0,0.006311253230514629,0.9936887467694854,0.0,0.0,4,0,0,0,1,0,0,0,0.4589164562301636,458916.4562301636
Y2021_LAT23.52518_LON90.17459,2021,90.17459236325458,23.525181367403054,0.285761266195356,0.04391348747555861,0.6496601946080753,0.020665051721010075,0.0,0.0,3,0,0,1,0,0,0,0,0.30931080532836913,309310.80532836914
Y2021_LAT23.53385_LON90.15483,2021,90.15483003470506,23.53384634211063,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,1,0,0,0,0.6275947598495484,627594.7598495483
Y2021_LAT23.53403_LON90.16461,2021,90.16461475515497,23.534025063927817,0.20280078969958504,0.011400051043532882,0.0854004897098848,0.7003986695469973,0.0,0.0,4,0,0,0,1,0,0,0,0.9987303644256592,998730.3644256592
Y2021_LAT23.5342_LON90.1744,2021,90.17439957191237,23.534203171825425,0.7088204338032683,0.02105843899852125,0.26416740968705743,0.005953717511153008,0.0,0.0,1,1,0,0,0,0,0,0,0.9058607890701293,905860.7890701294
Y2021_LAT23.53438_LON90.18418,2021,90.18418448473497,23.53438066576062,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.016579294891357423,16579.294891357422
Y2021_LAT23.54269_LON90.14485,2021,90.14485052640549,23.542688569025696,0.0,0.0018518561116803054,0.0,0.38333316966824976,0.0,0.6148149742200699,6,0,0,0,0,0,1,0,0.21572049773406982,215720.49773406982
Y2021_LAT23.54287_LON90.15464,2021,90.15463581577698,23.542867981597322,0.07465639611900836,0.00030807358997333875,0.0,0.8454508867569757,0.0,0.07958464353404264,4,0,0,0,1,0,0,0,0.972549864227295,972549.8642272949
Y2021_LAT23.54305_LON90.16442,2021,90.1644212020168,23.543046780096628,0.7575006659881347,0.11819992874348272,0.002900017895310347,0.12139938737307225,0.0,0.0,1,1,0,0,0,0,0,0,0.9987303672103882,998730.3672103882
Y2021_LAT23.54322_LON90.17421,2021,90.17420668449734,23.543224964297092,0.7247989275574412,0.03210004234050066,0.24310103010205814,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.9987446240844726,998744.6240844727
Y2021_LAT23.5434_LON90.18399,2021,90.18399226315104,23.543402534303326,0.6442037097468672,0.006126297775314233,0.3496699924778185,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.21193544891357421,211935.44891357422
Y2021_LAT23.55153_LON90.13487,2021,90.13486968623477,23.551530015873873,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,1,0,0,0,0.08099400813293457,80994.00813293457
Y2021_LAT23.55171_LON90.14466,2021,90.1446555446026,23.551710119726966,0.0022141179590003126,0.00409607678303881,0.0,0.9861618739143989,0.0,0.007527931343561998,4,0,0,0,1,0,0,0,0.9021277667770385,902127.7667770386
Y2021_LAT23.55189_LON90.15444,2021,90.15444150020963,23.551889609207137,0.4402005744428888,0.12640026396413293,0.0895004567465135,0.3417987107662572,0.0,0.0020999940802075897,1,1,0,0,0,0,0,1,0.9987160634460449,998716.0634460449
