grid_id,year,longitude,latitude,frac_built,frac_vegetation,frac_cropland,frac_water,frac_wetland,frac_bare,dominant_class,oh_built,oh_vegetation,oh_cropland,oh_water,oh_wetland,oh_bare,mixed_flag,valid_obs_ratio,a_valid
Y2022_LAT23.52482_LON90.15502,2022,90.15502415698468,23.524824690620612,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,1,0,0,0,0.08778755969238282,87787.55969238281
Y2022_LAT23.525_LON90.16481,2022,90.16480821194499,23.52500333582075,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,1,0,0,0,0.4589164562301636,458916.4562301636
Y2022_LAT23.52518_LON90.17459,2022,90.17459236327528,23.5251813673849,0.32741456658288537,0.36099398664789767,0.19179846324703997,0.11494958190389953,0.0006457861753510913,0.0041976154429263605,2,0,1,0,0,0,0,1,0.30931080532836913,309310.80532836914
Y2022_LAT23.53385_LON90.15483,2022,90.15483003468516,23.533846342091746,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,1,0,0,0,0.6275947598495484,627594.7598495483
Y2022_LAT23.53403_LON90.16461,2022,90.16461475513425,23.53402506394596,0.17850074863733284,0.03580017240310237,0.009800061510019747,0.775899017449545,0.0,0.0,4,0,0,0,1,0,0,0,0.9987303644256592,998730.3644256592
Y2022_LAT23.5342_LON90.1744,2022,90.17439957193227,23.534203171844304,0.6751929106562802,0.0813673358243985,0.2248068801053189,0.015876525765124147,0.0027563476488783644,0.0,1,1,0,0,0,0,0,0,0.9058607890701293,905860.7890701294
Y2022_LAT23.53438_LON90.18418,2022,90.18418448473497,23.53438066576062,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.016579294891357423,16579.294891357422
Y2022_LAT23.54269_LON90.14485,2022,90.14485052638558,23.542688569006817,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,1,0,0,0,0.21572049773406982,215720.49773406982
Y2022_LAT23.54287_LON90.15464,2022,90.15463581577698,23.542867981597322,0.07373217623554323,0.0023618949840501775,0.0,0.9239059287804066,0.0,0.0,4,0,0,0,1,0,0,0,0.972549864227295,972549.8642272949
Y2022_LAT23.54305_LON90.16442,2022,90.16442120199689,23.543046780077745,0.7449006912911541,0.13109991797760223,0.0,0.12399939073124366,0.0,0.0,1,1,0,0,0,0,0,0,0.9987303672103882,998730.3672103882
Y2022_LAT23.54322_LON90.17421,2022,90.17420668451803,23.54322496427895,0.5824986844839393,0.03840004281550492,0.3632012641704931,0.0011000051952365746,0.014800003334826109,0.0,1,1,0,0,0,0,0,0,0.9987446240844726,998744.6240844727
Y2022_LAT23.5434_LON90.18399,2022,90.18399226315104,23.543402534303326,0.6022621666469233,0.0004712530962763048,0.3972665802568004,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.21193544891357421,211935.44891357422
Y2022_LAT23.55153_LON90.13487,2022,90.13486968623559,23.551530015836853,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,1,0,0,0,0.08099400813293457,80994.00813293457
Y2022_LAT23.55171_LON90.14466,2022,90.14465554458269,23.551710119708087,0.0018820002892530317,0.0,0.0,0.998117999710747,0.0,0.0,4,0,0,0,1,0,0,0,0.9021277667770385,902127.7667770386
Y2022_LAT23.55189_LON90.15444,2022,90.15444150021044,23.551889609170125,0.38350035948271693,0.22740064956306882,0.014400091694121035,0.340698704670592,0.034000194589501216,0.0,1,1,0,0,0,0,0,1,0.9987160634460449,998716.0634460449
