grid_id,year,longitude,latitude,frac_built,frac_vegetation,frac_cropland,frac_water,frac_wetland,frac_bare,dominant_class,oh_built,oh_vegetation,oh_cropland,oh_water,oh_wetland,oh_bare,mixed_flag,valid_obs_ratio,a_valid,source_file,dominant_class_recomputed,mixed_flag_recomputed
Y2018_LAT23.55242_LON90.1838,2018,90.1837999458002,23.552424390933812,0.14673924537109798,0.27445644349724946,0.5611412863401815,0.017663024791470996,0.0,0.0,3,0,0,1,0,0,0,0,0.0735082432022094,73508.24320220947,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.55946_LON90.07596,2018,90.07595685000386,23.55945748442499,0.0,0.3631130227278787,0.0,0.0,0.0,0.6368869772721213,6,0,0,0,0,0,1,0,0.1039546981506347,103954.69815063477,dhaka_lulc6_1km_features_table_2018.csv,6.0,0
Y2018_LAT23.55964_LON90.08574,2018,90.08574278524304,23.559641352957325,0.0,0.3983992698761406,0.0,0.34720075827979324,0.0,0.25439997184406626,2,0,1,0,0,0,0,1,0.0624131247482299,62413.12474822998,dhaka_lulc6_1km_features_table_2018.csv,2.0,1
Y2018_LAT23.56055_LON90.13467,2018,90.1346739410854,23.560551477377903,0.0052562063119312,0.4872534122045503,0.1498028571095605,0.3484890764237435,0.0,0.0091984479502145,2,0,1,0,0,0,0,1,0.380002151107788,380002.1511077881,dhaka_lulc6_1km_features_table_2018.csv,2.0,1
Y2018_LAT23.56073_LON90.14446,2018,90.14446046595044,23.560731658431777,0.25480127901658034,0.03279998506844411,0.0,0.7059987795903312,0.0,0.006399956324644401,4,0,0,0,1,0,0,0,0.9987017121124268,998701.7121124268,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.56091_LON90.15425,2018,90.15424708780246,23.56091122487003,0.5202992644944829,0.37410043099459955,0.07280030215815941,0.0,0.03280000235275831,0.0,1,1,0,0,0,0,0,0,0.9987160675735474,998716.0675735474,dhaka_lulc6_1km_features_table_2018.csv,1.0,0
Y2018_LAT23.56109_LON90.16403,2018,90.16403380648616,23.56109017648935,0.504100403835846,0.1040997715725367,0.3917998245916174,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.998730374092102,998730.374092102,dhaka_lulc6_1km_features_table_2018.csv,1.0,0
Y2018_LAT23.56127_LON90.17382,2018,90.1738206215853,23.561268513405874,0.2614998430570145,0.1415002743400111,0.5969998826029743,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.998744630569458,998744.630569458,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.56145_LON90.18361,2018,90.1836075327972,23.561446235584405,0.34509060178473944,0.35366542887843405,0.29543486857555296,0.005809100761273601,0.0,0.0,2,0,1,0,0,0,0,1,0.7221016843185425,722101.6843185425,dhaka_lulc6_1km_features_table_2018.csv,2.0,1
Y2018_LAT23.56162_LON90.19339,2018,90.193394539743,23.561623342994867,0.09657181444018802,0.3263020143402375,0.5771261712195745,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.6060551046066284,606055.1046066284,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.5618_LON90.20318,2018,90.20318164221112,23.5617998356324,0.0285983128095489,0.278481154173307,0.6929205330171442,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.2130406889343261,213040.68893432617,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.56811_LON90.05618,2018,90.0561841032653,23.56810872663883,0.0,0.0,0.0,0.8271272286468949,0.0,0.17287277135310514,4,0,0,0,1,0,0,0,0.0750928268203735,75092.82682037354,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.56829_LON90.06597,2018,90.0659705057738,23.56829390346477,0.0,0.0,0.0,0.4917144254783729,0.0,0.508285574521627,6,0,0,0,0,0,1,0,0.4337858655395508,433785.8655395508,dhaka_lulc6_1km_features_table_2018.csv,6.0,0
Y2018_LAT23.56848_LON90.07576,2018,90.07575700812464,23.56847846549364,0.0,0.027610660848777203,0.0,0.40995227750262053,0.0,0.5624370616486023,6,0,0,0,0,0,1,0,0.8788682603988648,878868.2603988647,dhaka_lulc6_1km_features_table_2018.csv,6.0,0
Y2018_LAT23.56866_LON90.08554,2018,90.08554360972572,23.56866241285735,0.0,0.0237010428129028,0.0,0.6454346987264781,0.0,0.3308642584606191,4,0,0,0,1,0,0,0,0.943790320663452,943790.320663452,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.56885_LON90.09533,2018,90.09533031066344,23.568845745324147,0.0,0.007172019766166801,0.0,0.6414030503385678,0.0,0.35142492989526547,4,0,0,0,1,0,0,0,0.6126586168670655,612658.6168670654,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.56903_LON90.10512,2018,90.10511711033377,23.569028462994325,0.0,0.938631373084093,0.0,0.06136862691590711,0.0,0.0,2,0,1,0,0,0,0,0,0.6346385269851684,634638.5269851685,dhaka_lulc6_1km_features_table_2018.csv,2.0,0
Y2018_LAT23.56921_LON90.1149,2018,90.11490400835534,23.56921056583318,0.0,0.9936232812011077,0.0,0.0063767187988923,0.0,0.0,2,0,1,0,0,0,0,0,0.877021916267395,877021.916267395,dhaka_lulc6_1km_features_table_2018.csv,2.0,0
Y2018_LAT23.56939_LON90.12469,2018,90.12469100463396,23.56939205383484,0.0058734199349267,0.7575587556557498,0.0013052054095531,0.2345012503747569,0.0,0.0007613686250134,2,0,1,0,0,0,0,0,0.9181797448043824,918179.7448043824,dhaka_lulc6_1km_features_table_2018.csv,2.0,0
Y2018_LAT23.56957_LON90.13448,2018,90.1344780985673,23.56957292699432,0.10444651728972751,0.12899230163993533,0.020334768944716603,0.7451994005551631,0.0,0.0010270115704575002,4,0,0,0,1,0,0,0,0.9724219916381835,972421.9916381836,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.56975_LON90.14427,2018,90.1442652900807,23.56975318514655,0.39610166598711866,0.03500006487644151,0.0,0.568498271707139,0.0,0.00039999742930100005,4,0,0,0,1,0,0,0,0.9987017156448365,998701.7156448364,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.56993_LON90.15405,2018,90.15405257867346,23.569932828379407,0.614098867971439,0.1341002739932859,0.2504008599900431,0.0,0.0013999980452319,0.0,1,1,0,0,0,0,0,0,0.9987160703735352,998716.0703735352,dhaka_lulc6_1km_features_table_2018.csv,1.0,0
Y2018_LAT23.57011_LON90.16384,2018,90.16383996414751,23.570111856688687,0.24560029433297537,0.20960003138795885,0.53919964717288,0.005600027106185801,0.0,0.0,3,0,0,1,0,0,0,0,0.998730376991272,998730.376991272,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.57029_LON90.17363,2018,90.1736274458886,23.5702902700044,0.1766999353245581,0.1396997857802577,0.6682002989515757,0.0153999799436084,0.0,0.0,3,0,0,1,0,0,0,0,0.9987446329345704,998744.6329345704,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.57047_LON90.18342,2018,90.18341502396616,23.57046806833609,0.5483000401585622,0.30149984322468276,0.14740013049598102,0.0027999861207741003,0.0,0.0,1,1,0,0,0,0,0,0,0.9987588417053224,998758.8417053224,dhaka_lulc6_1km_features_table_2018.csv,1.0,0
Y2018_LAT23.57065_LON90.1932,2018,90.19320269775938,23.57064525159108,0.31609943599567225,0.11389983135999701,0.5700007326443308,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.9987730005722046,998773.0005722046,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.57082_LON90.20299,2018,90.2029904670772,23.570821819783017,0.030310064527601405,0.04698059447044311,0.9185125494799913,0.004196791521964201,0.0,0.0,3,0,0,1,0,0,0,0,0.856758760231018,856758.7602310181,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.57694_LON90.0462,2018,90.04619585909796,23.576943666385603,0.0,0.0,0.0,0.9947682993452339,0.0,0.005231700654766101,4,0,0,0,1,0,0,0,0.1336074053192138,133607.40531921387,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.57713_LON90.05598,2018,90.05598282827117,23.57712953739148,0.0,0.0,0.0,0.6526311028064353,0.0,0.34736889719356473,4,0,0,0,1,0,0,0,0.9319660593185424,931966.0593185424,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.57731_LON90.06577,2018,90.065769897539,23.577314793497933,0.0,0.0,0.0,0.6803001767950272,0.0,0.3196998232049728,4,0,0,0,1,0,0,0,0.9985851132507324,998585.1132507324,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.5775_LON90.07556,2018,90.07555706663568,23.577499434562377,0.0,0.0,0.0,0.7939006383527764,0.0,0.2060993616472237,4,0,0,0,1,0,0,0,0.998599859550476,998599.859550476,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.57768_LON90.08534,2018,90.08534433523448,23.5776834605988,0.0,0.0,0.0,0.6745991033129031,0.0,0.3254008966870969,4,0,0,0,1,0,0,0,0.9986145565185548,998614.5565185548,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.57787_LON90.09513,2018,90.0951317028898,23.57786687159305,0.0,0.0,0.0,0.6566015124527338,0.0,0.3433984875472662,4,0,0,0,1,0,0,0,0.9986292078323364,998629.2078323364,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.57805_LON90.10492,2018,90.10491916941976,23.57804966749661,0.0,0.2041000970386206,0.0,0.7033999369227284,0.0,0.092499966038651,4,0,0,0,1,0,0,0,0.9986438070220948,998643.8070220948,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.57823_LON90.11471,2018,90.114706734479,23.57823184828701,0.0,0.07309975395487871,0.0,0.9238002250893382,0.0,0.003100020955783101,4,0,0,0,1,0,0,0,0.9986583585891724,998658.3585891724,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.57841_LON90.12449,2018,90.1244943976386,23.578413414009635,0.0,0.0,0.0,0.9684000395216127,0.0,0.031599960478387305,4,0,0,0,1,0,0,0,0.9986728618240356,998672.8618240356,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.57859_LON90.13428,2018,90.13428215864754,23.57859436451453,0.0351001978172877,0.0003000020849924,0.0,0.9645998000977198,0.0,0.0,4,0,0,0,1,0,0,0,0.9986873137054444,998687.3137054445,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.57877_LON90.14407,2018,90.14407001710568,23.57877469988516,0.7681010764454347,0.0003999972981615001,0.0,0.23149892625640384,0.0,0.0,1,1,0,0,0,0,0,0,0.9987017188186644,998701.7188186646,dhaka_lulc6_1km_features_table_2018.csv,1.0,0
Y2018_LAT23.57895_LON90.15386,2018,90.1538579727672,23.57895442004642,0.9332996246531513,0.021800091587278202,0.044900283759570406,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.9987160729522704,998716.0729522704,dhaka_lulc6_1km_features_table_2018.csv,1.0,0
Y2018_LAT23.57913_LON90.16365,2018,90.16364602520018,23.579133524951896,0.3784990881868067,0.12450017511878443,0.4965007344573196,0.0005000022370893001,0.0,0.0,3,0,0,1,0,0,0,1,0.9987303795242308,998730.379524231,dhaka_lulc6_1km_features_table_2018.csv,3.0,1
Y2018_LAT23.57931_LON90.17343,2018,90.17343417417264,23.57931201463274,0.25090016467309806,0.26969987768500087,0.47539994504567457,0.004000012596226601,0.0,0.0,3,0,0,1,0,0,0,1,0.9987446366500856,998744.6366500854,dhaka_lulc6_1km_features_table_2018.csv,3.0,1
Y2018_LAT23.57949_LON90.18322,2018,90.18322241933927,23.57948988906336,0.7817008574222682,0.038099832308599105,0.14529942344882074,0.020599937129956305,0.014299949690355501,0.0,1,1,0,0,0,0,0,0,0.9987588431625366,998758.8431625366,dhaka_lulc6_1km_features_table_2018.csv,1.0,0
Y2018_LAT23.57967_LON90.19301,2018,90.19301076029916,23.579667148169737,0.6389993400100036,0.03750012411449961,0.28100066184255046,0.04249987403294641,0.0,0.0,1,1,0,0,0,0,0,0,0.9987730033416748,998773.0033416748,dhaka_lulc6_1km_features_table_2018.csv,1.0,0
Y2018_LAT23.57984_LON90.2028,2018,90.20279919675204,23.579843791963405,0.015997299305178705,0.013680423491902304,0.9616064523753503,0.008715824827568702,0.0,0.0,3,0,0,1,0,0,0,0,0.9053000693664552,905300.0693664552,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.58002_LON90.21259,2018,90.21258772841917,23.580019820434256,0.0,0.0,1.0,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.0064921640472412,6492.164047241211,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.58596_LON90.04599,2018,90.04599381691534,23.58596438550922,0.0,0.0,0.0,0.9107143645544248,0.0,0.0892856354455753,4,0,0,0,1,0,0,0,0.0055919486999511,5591.948699951172,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.58615_LON90.05578,2018,90.05578145311696,23.586150336100093,0.0,0.0,0.0,0.7614294373913111,0.0,0.2385705626086889,4,0,0,0,1,0,0,0,0.6291007388534546,629100.7388534546,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.58634_LON90.06557,2018,90.06556918952256,23.586335671448463,0.0,0.0,0.0,0.9320999248064427,0.0,0.06790007519355741,4,0,0,0,1,0,0,0,0.9985851166687012,998585.1166687012,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.58652_LON90.07536,2018,90.07535702573853,23.58652039155245,0.0,0.0,0.0,0.9919000347977978,0.0,0.0080999652022022,4,0,0,0,1,0,0,0,0.9985998625869752,998599.8625869752,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.5867_LON90.08514,2018,90.08514496146476,23.586704496283456,0.0,0.0,0.0,0.816399585016481,0.0,0.18360041498351903,4,0,0,0,1,0,0,0,0.99861456073761,998614.56073761,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.58689_LON90.09493,2018,90.0949329963622,23.586887985781267,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,1,0,0,0,0.9986292118606568,998629.2118606569,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.58707_LON90.10472,2018,90.10472113013071,23.58707085993436,0.0,0.0,0.0,0.9380997433502133,0.0,0.061900256649786704,4,0,0,0,1,0,0,0,0.9986438112792968,998643.8112792968,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.58725_LON90.11451,2018,90.11450936239324,23.587253118705235,0.04860023512081971,0.007900014659099702,0.019600077224294903,0.798899553165102,0.0,0.12500011983068374,4,0,0,0,1,0,0,0,0.9986583614883424,998658.3614883424,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.58743_LON90.1243,2018,90.12429769287054,23.58743476209544,0.2820003928652118,0.0193000452539859,0.1598000463653279,0.4308998087264129,0.0,0.1079997067890614,4,0,0,0,1,0,0,1,0.998672864189148,998672.864189148,dhaka_lulc6_1km_features_table_2018.csv,4.0,1
Y2018_LAT23.58762_LON90.13409,2018,90.13408612110976,23.58761579005396,0.5026004610896039,0.24380048042216204,0.14579938621786054,0.10779967227037361,0.0,0.0,1,1,0,0,0,0,0,0,0.9986873183517456,998687.3183517456,dhaka_lulc6_1km_features_table_2018.csv,1.0,0
Y2018_LAT23.5878_LON90.14387,2018,90.14387464704232,23.58779620262227,0.965500184287902,0.0344998157120981,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.99870172265625,998701.72265625,dhaka_lulc6_1km_features_table_2018.csv,1.0,0
Y2018_LAT23.58798_LON90.15366,2018,90.15366326991588,23.58797599966816,0.935299706630187,0.0323000954501721,0.0324001979196409,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.99871607711792,998716.07711792,dhaka_lulc6_1km_features_table_2018.csv,1.0,0
Y2018_LAT23.58816_LON90.16345,2018,90.16345198990636,23.58815518125924,0.19019936190742873,0.09110046386891972,0.7187001742236516,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.9987303838272096,998730.3838272096,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.58833_LON90.17324,2018,90.17324080625524,23.58833374732572,0.0780997086987804,0.1552999411620533,0.7062005991484178,0.0603997509907484,0.0,0.0,3,0,0,1,0,0,0,0,0.9987446397399904,998744.6397399902,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.58851_LON90.18303,2018,90.183029718879,23.58851169786459,0.018000013364365502,0.0,0.9184999670733146,0.06350001956231992,0.0,0.0,3,0,0,1,0,0,0,0,0.998758849029541,998758.849029541,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.58869_LON90.19282,2018,90.19281872730237,23.58868903284324,0.0,0.0,0.9731000944870234,0.0268999055129766,0.0,0.0,3,0,0,1,0,0,0,0,0.9987730065689088,998773.0065689088,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.58887_LON90.20261,2018,90.20260783126668,23.588865752282388,0.024100144723559005,0.06220037265813551,0.9075994629588645,0.006100019659441001,0.0,0.0,3,0,0,1,0,0,0,0,0.998787116783142,998787.116783142,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.58904_LON90.2124,2018,90.21239703050648,23.589041856029944,0.3015687823821671,0.0790299145844285,0.6176894667512306,0.0017118362821737,0.0,0.0,3,0,0,1,0,0,0,0,0.3500788692245483,350078.86922454834,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.5948_LON90.036,2018,90.03600347111704,23.59479844691392,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,1,0,0,0,0.0002995643920898,299.5643920898437,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.59499_LON90.04579,2018,90.04579167419091,23.59498509252726,0.0,0.0,0.0,0.8128019936561319,0.0,0.18719800634386813,4,0,0,0,1,0,0,0,0.6801172602539063,680117.2602539062,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.59517_LON90.05558,2018,90.05557997778936,23.59517112263364,0.0,0.0,0.0,0.2159011728402923,0.0,0.7840988271597077,6,0,0,0,0,0,1,0,0.9985703222198486,998570.3222198486,dhaka_lulc6_1km_features_table_2018.csv,6.0,0
Y2018_LAT23.59536_LON90.06537,2018,90.06536838164709,23.59535653725276,0.0,0.0,0.0,0.971499830597008,0.0,0.028500169402992104,4,0,0,0,1,0,0,0,0.9985851197967528,998585.1197967528,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.59554_LON90.07516,2018,90.07515688533432,23.59554133638684,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,1,0,0,0,0.9985998668136596,998599.8668136596,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.59573_LON90.08495,2018,90.08494548853858,23.5957255199644,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,1,0,0,0,0.9986145637664796,998614.5637664796,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.59591_LON90.09473,2018,90.09473419102342,23.59590908792801,0.00010000072702500001,0.0053000170108212005,0.07900038636320882,0.8985996261486934,0.0,0.016999969750251604,4,0,0,0,1,0,0,0,0.9986292143249512,998629.2143249512,dhaka_lulc6_1km_features_table_2018.csv,4.0,0
Y2018_LAT23.59609_LON90.10452,2018,90.10452299225352,23.596092040304715,0.16590018802083906,0.08229981640677812,0.3668006394832129,0.3529992509058113,0.0,0.032000105183358614,3,0,0,1,0,0,0,1,0.998643813873291,998643.813873291,dhaka_lulc6_1km_features_table_2018.csv,3.0,1
Y2018_LAT23.59627_LON90.11431,2018,90.11431189212549,23.596274377093007,0.7131007128661984,0.10879994654215853,0.14779947989594067,0.021199910563569107,0.0,0.009099950132133404,1,1,0,0,0,0,0,0,0.9986583655319212,998658.3655319214,dhaka_lulc6_1km_features_table_2018.csv,1.0,0
Y2018_LAT23.59646_LON90.1241,2018,90.12410089023778,23.596456098183445,0.2954997806064189,0.0997997903914141,0.5696004496431345,0.0350999793590325,0.0,0.0,3,0,0,1,0,0,0,0,0.9986728685302736,998672.8685302734,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.59664_LON90.13389,2018,90.1338899861814,23.59663720360565,0.8416005121545214,0.0753999719977696,0.0829995158477091,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0.9986873205261232,998687.320526123,dhaka_lulc6_1km_features_table_2018.csv,1.0,0
Y2018_LAT23.59682_LON90.14368,2018,90.1436791796325,23.596817693356176,0.681199636061905,0.1113997193242182,0.2071006438482718,0.000300000765605,0.0,0.0,1,1,0,0,0,0,0,0,0.9987017257919312,998701.7257919312,dhaka_lulc6_1km_features_table_2018.csv,1.0,0
Y2018_LAT23.597_LON90.15347,2018,90.1534684703842,23.59699756729302,0.5432000718977432,0.025400035270925905,0.42669991137057883,0.004699981460752101,0.0,0.0,1,1,0,0,0,0,0,0,0.9987160798034668,998716.0798034668,dhaka_lulc6_1km_features_table_2018.csv,1.0,0
Y2018_LAT23.59718_LON90.16326,2018,90.16325785798442,23.59717682557925,0.26559891877859765,0.09250036447362761,0.6419007167477748,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0.998730386795044,998730.386795044,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.59736_LON90.17305,2018,90.1730473421215,23.597355468053426,0.029799972048984304,0.21179941779732242,0.7415006878913133,0.016899922262380004,0.0,0.0,3,0,0,1,0,0,0,0,0.9987446420135498,998744.6420135498,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.59753_LON90.18284,2018,90.18283692257296,23.597533494740503,0.0,0.0,0.9804999681112507,0.019500031888749304,0.0,0.0,3,0,0,1,0,0,0,0,0.9987588518447876,998758.8518447876,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.59771_LON90.19263,2018,90.19262659872544,23.597710905631757,0.0,0.0,0.9726000974749811,0.027399902525018904,0.0,0.0,3,0,0,1,0,0,0,0,0.9987730102996826,998773.0102996826,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
Y2018_LAT23.59789_LON90.20242,2018,90.2024163707012,23.597887700577804,0.0,0.0,0.9705999272307353,0.029400072769264703,0.0,0.0,3,0,0,1,0,0,0,0,0.9987871192245484,998787.1192245485,dhaka_lulc6_1km_features_table_2018.csv,3.0,0
