kept,season,valid_fraction,valid_obs_mean,year,mechanism.r_MNDWI_LST.correlation,mechanism.r_MNDWI_LST.p_value,mechanism.r_NDBI_LST.correlation,mechanism.r_NDBI_LST.p_value,mechanism.r_NDVI_LST.correlation,mechanism.r_NDVI_LST.p_value,mechanism.r_NDWI_LST.correlation,mechanism.r_NDWI_LST.p_value,mechanism.r_builtDensity_LST.correlation,mechanism.r_builtDensity_LST.p_value,mechanism.r_distWater_LST.correlation,mechanism.r_distWater_LST.p_value,raster.index_minmax.MNDWI_max,raster.index_minmax.MNDWI_min,raster.index_minmax.NDBI_max,raster.index_minmax.NDBI_min,raster.index_minmax.NDMI_max,raster.index_minmax.NDMI_min,raster.index_minmax.NDVI_max,raster.index_minmax.NDVI_min,raster.index_minmax.NDWI_max,raster.index_minmax.NDWI_min,raster.lst_stats.LST_C_max,raster.lst_stats.LST_C_mean,raster.lst_stats.LST_C_min,raster.valid_fraction.LST_C,raster.valid_obs_mean.valid_obs
1,winter,0.9998918658925987,7.795697113754754,2019,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,0.9709465550547329,-0.6744242926948579,0.3552473113735765,-0.9417535887638131,0.9417535887638131,-0.3552473113735765,0.8580858456936588,-0.6069294702760443,0.7272622011231402,-0.7816062301890357,54.52699550000003,26.23440812094585,18.17293477999999,0.9998918658925987,7.795697113754754
