kept,season,valid_fraction,valid_obs_mean,year,mechanism.r_MNDWI_LST.correlation,mechanism.r_MNDWI_LST.p_value,mechanism.r_NDBI_LST.correlation,mechanism.r_NDBI_LST.p_value,mechanism.r_NDVI_LST.correlation,mechanism.r_NDVI_LST.p_value,mechanism.r_NDWI_LST.correlation,mechanism.r_NDWI_LST.p_value,mechanism.r_builtDensity_LST.correlation,mechanism.r_builtDensity_LST.p_value,mechanism.r_distWater_LST.correlation,mechanism.r_distWater_LST.p_value,raster.index_minmax.MNDWI_max,raster.index_minmax.MNDWI_min,raster.index_minmax.NDBI_max,raster.index_minmax.NDBI_min,raster.index_minmax.NDMI_max,raster.index_minmax.NDMI_min,raster.index_minmax.NDVI_max,raster.index_minmax.NDVI_min,raster.index_minmax.NDWI_max,raster.index_minmax.NDWI_min,raster.lst_stats.LST_C_max,raster.lst_stats.LST_C_mean,raster.lst_stats.LST_C_min,raster.valid_fraction.LST_C,raster.valid_obs_mean.valid_obs
1,post_monsoon,0.9998651959963665,6.508534240155832,2019,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,0.9724959702923834,-0.6958259792667978,0.447935252097805,-0.9525669446497064,0.9525669446497064,-0.447935252097805,0.9074530941223323,-0.6096344877842981,0.6243726011219368,-0.8210880971573932,56.01383420000002,31.769157464730426,23.241858439999987,0.9998651959963665,6.508534240155832
