grid_id,year,longitude,latitude,scene_count,lst_c,lst_c_median,lst_c_stddev,lst_c_min,lst_c_max,ndvi,mean_pixel_obs_count,valid_lst_ratio
Y2022_LAT23.52482_LON90.15502,2022,90.15502415698468,23.524824690620612,21,26.59427761365353,26.658853034000025,0.21627761947916455,25.996782560000042,27.042696680000006,-0.08631363433596995,7.029566305254382,0.08547861608766023
Y2022_LAT23.525_LON90.16481,2022,90.16480821194499,23.52500333582075,21,26.609011855228605,26.45098980091373,0.9015941284941283,26.065142960000003,32.90118296000003,-0.06631925769374913,5.721428682932927,0.46330932129838603
Y2022_LAT23.52518_LON90.17459,2022,90.17459236327528,23.5251813673849,21,34.95891591367801,34.79750045600004,1.7129340204034889,28.389396560000023,38.92202519000003,0.4202358049253107,6.052161423667071,0.3098907540827002
Y2022_LAT23.53385_LON90.15483,2022,90.15483003468516,23.533846342091746,21,26.46403894291208,26.45048756260872,0.23105870136698595,25.95234830000001,27.305884220000053,-0.0710688557102083,5.337408174263277,0.6337949680379062
Y2022_LAT23.53403_LON90.16461,2022,90.16461475513425,23.53402506394596,21,29.04072096499672,26.901564786621638,3.3512619858503023,25.90107800000004,35.73130351999998,0.12646411654431397,4.954699786822509,1.0
Y2022_LAT23.5342_LON90.1744,2022,90.17439957193227,23.534203171844304,21,33.77814676453678,33.73359512163637,0.840881475577823,32.04155093000003,36.91735646000001,0.5304407002737233,6.081987213326313,0.9161597489413807
Y2022_LAT23.53438_LON90.18418,2022,90.18418448473497,23.53438066576062,21,34.82110077113004,34.91439674000003,0.31563990046363716,34.01545748000001,35.192965370000024,0.5294006553831245,6.233492171545269,0.015633036895669743
Y2022_LAT23.54269_LON90.14485,2022,90.14485052638558,23.542688569006817,21,26.86389134740902,26.86848853775423,0.2135394258484832,26.348838620000038,27.551981660000024,-0.06627551903985544,6.638084688585667,0.21454342503240686
Y2022_LAT23.54287_LON90.15464,2022,90.15463581577698,23.542867981597322,21,27.834383920175885,27.027827505437813,2.1773712136760333,25.566112040000036,36.57897248000003,-0.007714716348670674,5.508154444081216,0.9769764157304168
Y2022_LAT23.54305_LON90.16442,2022,90.16442120199689,23.543046780077745,21,33.19307105055719,33.46674319785718,1.9760409137848047,25.572948080000003,36.64733288000002,0.4932655159261214,5.10689894929288,1.0
Y2022_LAT23.54322_LON90.17421,2022,90.17420668451803,23.54322496427895,21,33.482800311055264,33.45874747250002,1.2082884277892263,30.52565906000001,38.31532664000002,0.5409303273624201,6.522602459305693,1.0
Y2022_LAT23.5434_LON90.18399,2022,90.18399226315104,23.543402534303326,21,33.54467568599507,33.49506393500003,0.6892367531202716,31.867231910000044,35.122895959999994,0.599643351256061,5.418928394301639,0.20954459447836943
Y2022_LAT23.55153_LON90.13487,2022,90.13486968623559,23.551530015836853,21,26.607939989402034,26.618862200000024,0.0963215455398733,26.39327288000004,26.916229939999994,-0.08679540037583637,7.0,0.0787980038124613
Y2022_LAT23.55171_LON90.14466,2022,90.14465554458269,23.551710119708087,21,26.795230515474646,26.651159074618633,0.8233236776546837,26.13350336000002,36.64220585000004,-0.07132710491511357,6.351186760115425,0.9098167398992635
Y2022_LAT23.55189_LON90.15444,2022,90.15444150021044,23.551889609170125,21,32.45425978403373,33.71776198465756,3.0476599337100154,26.22920792000002,37.776988490000036,0.3464706603554729,5.271401495766471,1.0
Y2022_LAT23.55207_LON90.16423,2022,90.16422755244805,23.552068484213372,21,33.18194263789599,33.25862897461542,0.6555576388158094,31.14432068000002,34.50081632000001,0.605470656114396,5.896199877882228,1.0
Y2022_LAT23.55225_LON90.17401,2022,90.1740137011059,23.552246744855402,21,33.29959212318406,33.32754026428573,0.941492565207208,30.54787619000001,35.82017203999999,0.5954903629024303,6.507581204741632,0.9116997001730217
Y2022_LAT23.55242_LON90.1838,2022,90.18379994580019,23.552424390933815,21,33.86818101471879,33.919752920000036,0.7165918531508498,31.83134270000005,35.19809240000001,0.6202274972507238,5.321645723550875,0.0704200727179309
Y2022_LAT23.55946_LON90.07596,2022,90.07595685000386,23.55945748442499,21,40.16632969412582,40.108719008750036,1.0176548292453529,37.395879260000044,42.56050748000001,0.11392092705715162,3.0879263708855857,0.10180857113224358
Y2022_LAT23.55964_LON90.08574,2022,90.08574278524303,23.559641352957325,21,36.45941652573442,36.07623690224687,1.567112307252622,33.60187706000002,40.742120839999984,0.21225927496394942,4.765236484481632,0.060107009095773045
Y2022_LAT23.56055_LON90.13467,2022,90.1346739410854,23.560551477377906,21,26.47225774819618,26.47227506136567,0.13938742094206533,26.119831280000028,27.13156520000001,-0.0895357219614747,6.232658755219568,0.3829640539155165
Y2022_LAT23.56073_LON90.14446,2022,90.14446046595044,23.560731658431777,21,29.38114316615817,27.278426126000017,3.5821254470197657,26.123249299999998,37.48474778000002,0.09198807301744992,5.375199412703102,1.0
Y2022_LAT23.56091_LON90.15425,2022,90.15424708780246,23.56091122487003,21,33.78125373794167,33.79520881625002,0.7975161003327466,31.927047260000023,37.58728838000002,0.5840424155934782,6.041904903081882,1.0
Y2022_LAT23.56109_LON90.16403,2022,90.16403380648616,23.56109017648935,21,33.270800845170605,33.42041127090911,0.8067864038630638,31.036653050000012,35.55356648000003,0.606357039433302,4.830396848926333,1.0
Y2022_LAT23.56127_LON90.17382,2022,90.1738206215853,23.561268513405874,21,33.16197620191348,33.23288626454548,0.936875805307039,30.928985420000032,36.42174355999998,0.6141481219620062,5.967501023534215,1.0
Y2022_LAT23.56145_LON90.18361,2022,90.18360753279721,23.561446235584405,21,33.84930784403871,33.86797923887274,0.6987777800988311,31.756146260000037,35.65781608999998,0.6364355294265758,6.548857889890651,0.7319472075656632
Y2022_LAT23.56162_LON90.19339,2022,90.193394539743,23.561623342994867,21,32.95466879229388,32.97923555369863,0.653877560940019,31.27420544000006,35.12118694999998,0.6271516771774918,7.3408445069395105,0.6137061977577558
Y2022_LAT23.5618_LON90.20318,2022,90.20318164221113,23.561799835632396,21,32.528563512354644,32.76084308000001,0.7108089328320891,29.830091990000028,33.755687960000046,0.6206029498380127,6.6512372881356,0.21161440269144766
Y2022_LAT23.56811_LON90.05618,2022,90.0561841032653,23.56810872663883,21,27.237908691791436,27.129856190000027,0.2775516093190426,26.946992120000004,28.160389220000013,-0.11226517695387864,4.8779498342650776,0.07210173360918887
Y2022_LAT23.56829_LON90.06597,2022,90.0659705057738,23.56829390346477,21,31.672294001094375,29.729260399999987,4.720116334284359,26.523157640000022,41.68549436000001,0.05957825866334321,5.683350104752636,0.43596520563412666
Y2022_LAT23.56848_LON90.07576,2022,90.07575700812465,23.56847846549364,21,37.19611079584436,37.90739338347828,3.5072768032096957,26.65646042000003,42.58956065000001,0.1114805635507048,5.238196309974989,0.8864971204758622
Y2022_LAT23.56866_LON90.08554,2022,90.08554360972573,23.56866241285735,21,35.26343938486473,35.467379337758636,2.538943658713936,29.00122214000001,40.30803229999998,0.20543769961696795,5.666881580969594,0.9518802250775172
Y2022_LAT23.56885_LON90.09533,2022,90.09533031066343,23.568845745324147,21,33.527172251381785,34.65856443291141,3.462334856979953,26.19844574000001,39.94059515000001,0.24821221162780033,4.49490836213657,0.6182858456377526
Y2022_LAT23.56903_LON90.10512,2022,90.10511711033375,23.569028462994325,21,26.354440434104024,26.163225273043494,0.9861474956155686,25.637890459999994,35.54502143000002,-0.09321168960759471,4.379511078957551,0.6407173579495433
Y2022_LAT23.56921_LON90.1149,2022,90.11490400835534,23.56921056583318,21,26.626202533615363,26.581730073636383,0.2108370355183265,26.205281780000007,27.608378990000034,-0.08441849305831244,6.105523818764735,0.886297428326746
Y2022_LAT23.56939_LON90.12469,2022,90.12469100463397,23.56939205383484,21,26.961723214518894,26.63915669375001,0.9574054919795777,25.948930280000013,33.13531733000002,-0.09123680441655059,6.5264386442116615,0.9306195872290923
Y2022_LAT23.56957_LON90.13448,2022,90.1344780985673,23.56957292699432,21,26.68449599763904,26.612715063255834,0.5839826861495558,24.205740080000055,29.01147620000006,-0.06334144020113436,5.167243740894276,0.9785440531296886
Y2022_LAT23.56975_LON90.14427,2022,90.1442652900807,23.56975318514655,21,30.996164438156217,29.958267740000025,3.4307374040898146,26.171101580000027,36.958372699999984,0.2060537656433233,4.737396411277231,1.0
Y2022_LAT23.56993_LON90.15405,2022,90.15405257867346,23.569932828379407,21,34.157335529353595,34.17212606885248,0.7586250577657514,31.643351600000017,37.41126035000002,0.5732387504910254,5.6945996407054595,1.0
Y2022_LAT23.57011_LON90.16384,2022,90.16383996414751,23.570111856688687,21,33.39362253231845,33.422601911000015,0.6812678158369585,31.499794759999986,35.59287371000002,0.6294936150983397,6.243201462589955,1.0
Y2022_LAT23.57029_LON90.17363,2022,90.1736274458886,23.570290270004396,21,33.97631590813477,34.01773616000001,0.8595993408840406,31.944137360000013,37.07800340000006,0.6126029607253413,5.611900526590721,1.0
Y2022_LAT23.57047_LON90.18342,2022,90.18341502396615,23.570468068336094,21,33.1881974228051,33.21195985538463,0.6479112173347935,31.564737140000034,34.91097872,0.6248830906590003,5.477099384822803,1.0
Y2022_LAT23.57065_LON90.1932,2022,90.19320269775938,23.57064525159108,21,33.11328789174142,33.10657234213117,0.816329854840876,30.535913120000032,35.98423700000001,0.6057102258089213,6.445200523765324,1.0
Y2022_LAT23.57082_LON90.20299,2022,90.2029904670772,23.570821819783017,21,32.19665165354044,32.1059769081551,0.9112445170868849,30.08131646000001,34.75033178000001,0.6257027666555259,5.574840606110793,0.869721771130019
Y2022_LAT23.57694_LON90.0462,2022,90.04619585909796,23.576943666385603,21,27.67983588126752,27.882504194000017,0.43520892900897395,26.629116260000046,28.662838160000007,-0.08951269233854803,3.025455349492827,0.13053062225813936
Y2022_LAT23.57713_LON90.05598,2022,90.05598282827117,23.577129537391478,21,31.83966449722914,31.60347470000001,3.7339197286917414,26.71114874,40.67546945000004,0.09811478228159731,3.71827703537553,0.9416774664728672
Y2022_LAT23.57731_LON90.06577,2022,90.065769897539,23.577314793497933,21,27.60997808841116,26.904705669864878,2.0331854750796174,24.253592360000027,39.720132860000035,-0.09285774679999843,4.951901119883679,1.0
Y2022_LAT23.5775_LON90.07556,2022,90.07555706663567,23.577499434562377,21,37.52881698900271,37.46228650571431,2.643132342322957,26.97091826000002,42.64253996000002,0.1486278085674445,6.138398986351743,1.0
Y2022_LAT23.57768_LON90.08534,2022,90.08534433523448,23.5776834605988,21,31.38437754546386,29.459664072500004,4.604329778605799,26.533411699999988,40.61052707000002,0.049381673758549134,5.918897265398906,1.0
Y2022_LAT23.57787_LON90.09513,2022,90.0951317028898,23.57786687159305,21,27.35202558394903,26.535521259218754,2.3889389788113595,25.654980560000013,37.24377737000003,-0.06495491192067836,4.686898455174661,1.0
Y2022_LAT23.57805_LON90.10492,2022,90.10491916941976,23.578049667496614,21,26.037519424790812,26.10274118000001,0.4118077716062454,24.83807378000006,26.68551359,-0.08704787760283038,4.586599513646498,1.0
Y2022_LAT23.57823_LON90.11471,2022,90.11470673447899,23.57823184828701,21,26.50127330406761,26.50424459600002,0.3069521904613064,25.552439960000015,27.408424820000022,-0.0750456321891048,5.707600976945789,1.0
Y2022_LAT23.57841_LON90.12449,2022,90.12449439763861,23.578413414009635,21,28.940781201127056,28.58935073000001,2.538340987295518,25.925004140000055,36.70543922000002,-0.033358647937112,5.430599330116872,1.0
Y2022_LAT23.57859_LON90.13428,2022,90.13428215864754,23.57859436451453,21,27.469076281004384,27.213910597323984,1.8233504089791612,24.345878900000002,35.27670685999999,-0.011998996642188406,4.166496666466672,1.0
Y2022_LAT23.57877_LON90.14407,2022,90.14407001710569,23.578774699885162,21,33.65224642801699,34.342606576869585,2.926519700951811,26.321494460000054,38.920316180000015,0.39017132117501363,5.111893467733979,1.0
Y2022_LAT23.57895_LON90.15386,2022,90.15385797276721,23.57895442004642,21,34.50280502489518,34.547393219403,0.6179282486845534,33.18146060000004,37.257449450000024,0.5916897218954764,5.131798978587049,1.0
Y2022_LAT23.57913_LON90.16365,2022,90.16364602520018,23.579133524951896,21,33.71589324538235,33.66644429146343,0.7731911711335746,31.55448308000001,35.49716915000002,0.6440285187577213,5.167400196941427,1.0
Y2022_LAT23.57931_LON90.17343,2022,90.17343417417264,23.57931201463274,21,33.704948376452414,33.804920594230786,0.6948805256128638,31.95439141999998,35.41684568000005,0.6451395847373098,4.984099925176136,1.0
Y2022_LAT23.57949_LON90.18322,2022,90.18322241933929,23.579489889063357,21,33.902700174981476,34.013142047096785,0.8074066915202864,31.482704660000024,36.20982632000005,0.6153141396881023,5.280500330000408,1.0
Y2022_LAT23.57967_LON90.19301,2022,90.19301076029917,23.579667148169737,21,32.9832970382865,32.97740480600001,1.0669220008780023,30.08473448000001,35.72788550000001,0.6064761501152651,5.807300949765835,1.0
Y2022_LAT23.57984_LON90.2028,2022,90.20279919675204,23.579843791963405,21,33.124951871168385,33.20025971000001,0.9089654103463344,30.086443490000022,36.30894890000002,0.6245596762032967,6.330270953997731,0.9147433164849919
Y2022_LAT23.58002_LON90.21259,2022,90.21258772841915,23.580019820434256,21,32.274823241921055,32.29619342000001,0.22012039250201043,32.00224370000001,32.624323340000046,0.7012217742383796,7.0,0.006008100491410941
Y2022_LAT23.58596_LON90.04599,2022,90.04599381691534,23.58596438550922,21,27.60972220364074,27.668194340000014,0.1484206542805779,27.268286000000018,27.719464640000012,-0.1461961733232427,5.044046799724706,0.005143016929834805
Y2022_LAT23.58615_LON90.05578,2022,90.05578145311696,23.586150336100093,21,33.45756441478341,34.798743329385914,4.539893166897519,27.042696680000006,43.611548630000016,0.06617969553309194,5.178841653223053,0.6371780069275793
Y2022_LAT23.58634_LON90.06557,2022,90.06556918952256,23.586335671448463,21,28.809174291596822,26.80236093145521,4.236009358113755,26.188191680000045,43.399631390000025,-0.0712162420856034,5.840903957195088,1.0
Y2022_LAT23.58652_LON90.07536,2022,90.07535702573853,23.58652039155245,21,28.05636512799971,26.786115510671955,3.0288944158670215,26.054888900000037,38.74941518000003,-0.0865308981221471,5.830996851749893,1.0
Y2022_LAT23.5867_LON90.08514,2022,90.08514496146475,23.586704496283456,21,26.601313174369185,26.541051980000013,0.1763379781472865,26.27706020000005,27.220433720000017,-0.11673276800090437,6.235299930823202,1.0
Y2022_LAT23.58689_LON90.09493,2022,90.0949329963622,23.586887985781267,21,26.415447063381876,26.406944960000033,0.13029852532713065,26.061724939999976,26.964082220000023,-0.11205407088229075,4.946095040447245,1.0
Y2022_LAT23.58707_LON90.10472,2022,90.10472113013071,23.58707085993436,21,26.400040452715977,26.413460560625023,0.4316378366133341,25.029482900000005,27.283667090000023,-0.09023314142592621,5.77060127341775,1.0
Y2022_LAT23.58725_LON90.11451,2022,90.11450936239324,23.587253118705235,21,27.468500787209035,26.655305255833348,2.207772699730046,25.63618145000001,35.55356648000003,-0.026392905607749144,5.448798582581564,1.0
Y2022_LAT23.58743_LON90.1243,2022,90.12429769287054,23.587434762095437,21,30.60520655337378,31.675822789999998,3.354896915901665,26.218953860000056,35.78257382000001,0.21652786225666448,5.486097581635673,1.0
Y2022_LAT23.58762_LON90.13409,2022,90.13408612110976,23.58761579005396,21,33.42383458630604,33.718958728135604,1.5863057253936967,26.810271320000027,36.394399400000026,0.46289065985478445,5.693596205158605,1.0
Y2022_LAT23.5878_LON90.14387,2022,90.14387464704231,23.58779620262227,21,33.96315812595018,33.85044711021279,0.6380177635405122,32.63799542000001,36.03379828999999,0.5565192615893263,5.766898903053659,1.0
Y2022_LAT23.58798_LON90.15366,2022,90.15366326991588,23.58797599966816,21,34.41675732058564,34.39962703023257,0.47378101375689896,33.089174060000005,35.65610708000003,0.6221103461785953,4.743396439512654,1.0
Y2022_LAT23.58816_LON90.16345,2022,90.16345198990635,23.58815518125924,21,34.157362938088404,34.0798579787805,0.859072554959095,31.732220120000022,36.34312910000003,0.6361163011194912,4.79010136518289,1.0
Y2022_LAT23.58833_LON90.17324,2022,90.17324080625525,23.588333747325716,21,34.10876062435599,34.01488011175677,0.8202724521611722,32.02958785999999,37.58728838000002,0.6149203837117833,4.654200725650474,1.0
Y2022_LAT23.58851_LON90.18303,2022,90.183029718879,23.58851169786459,21,33.165434556749915,33.292945019000015,1.1573817895590843,30.214619240000047,36.018417200000044,0.5674708985131608,3.7637965355131064,1.0
Y2022_LAT23.58869_LON90.19282,2022,90.19281872730237,23.588689032843238,21,32.308697183096456,32.10575273900002,1.0447529741390749,29.626719800000046,35.12289596000005,0.6102262761304426,4.967395140683012,1.0
Y2022_LAT23.58887_LON90.20261,2022,90.20260783126669,23.588865752282388,21,33.65183908658241,33.732264470000025,0.8876191615121745,31.27762346000003,35.461279940000054,0.6269747440735963,6.552902601894595,1.0
Y2022_LAT23.58904_LON90.2124,2022,90.21239703050647,23.589041856029944,21,33.185948854636095,33.01780431630437,1.0613094720144216,31.106722460000015,35.69028728000001,0.6544432989733914,6.500393016713558,0.3522228860361078
Y2022_LAT23.5948_LON90.036,2022,90.03600347111704,23.59479844691392,21,35.114350909999985,35.114350909999985,0.0,35.114350909999985,35.114350909999985,0.10547200590372086,8.0,6.711480517278528e-05
Y2022_LAT23.59499_LON90.04579,2022,90.04579167419091,23.59498509252726,21,33.79087665231576,34.60100703125002,3.346677239443348,27.38449867999998,40.60710905000002,-0.009717690658531924,6.446650371365026,0.688240050828857
Y2022_LAT23.59517_LON90.05558,2022,90.05557997778936,23.59517112263364,21,29.431921112134543,28.218760049642874,2.3790900009645797,26.839324490000024,37.52918204000002,-0.14809819927278672,5.862401705419796,1.0
Y2022_LAT23.59536_LON90.06537,2022,90.06536838164709,23.595356537252762,21,26.906711193475964,26.72213819218184,1.1407262199493455,26.376182780000022,37.60608748999999,-0.1626719239167083,6.599400705177297,1.0
Y2022_LAT23.59554_LON90.07516,2022,90.07515688533432,23.59554133638684,21,26.444671174946585,26.43968709060977,0.09707238711243274,26.227498910000037,26.817107360000023,-0.15210494576601624,6.141900166941371,1.0
Y2022_LAT23.59573_LON90.08495,2022,90.08494548853858,23.595725519964397,21,26.51365983254747,26.49824752454548,0.10088593497492868,26.290732280000043,26.935029050000026,-0.10521765767758245,6.0,1.0
Y2022_LAT23.59591_LON90.09473,2022,90.09473419102342,23.595909087928014,21,27.65375397063477,27.02956578650002,1.9228786549958738,26.372764759999995,34.88876159,-0.032770347983593566,6.057600067764783,1.0
